idx,device,sample,total_mem (pc),total_mem (orin),total_mem (pi),mem_increment (pc),mem_increment (orin),mem_increment (pi)
187,10,7,20.1,16.8,12.1,0.0,0.0,0.2
188,10,8,20.1,16.9,12.2,0.1,0.0,0.2
189,10,9,20.2,17.1,12.2,0.1,0.0,0.2
190,10,10,20.1,17.1,12.1,0.0,0.0,0.2
191,10,11,20.1,16.9,12.1,0.0,0.0,0.2
192,10,12,20.1,16.7,12.1,0.0,0.0,0.2
193,11,1,20.1,16.9,12.1,0.1,0.0,0.2
194,11,2,20.4,16.8,12.1,0.2,0.0,0.2
195,11,3,20.1,16.7,12.2,0.0,0.0,0.2
196,11,5,20.1,16.8,12.1,0.0,0.0,0.2
197,11,6,20.2,16.8,12.1,0.1,0.0,0.2
198,11,7,20.0,16.9,12.1,0.1,0.0,0.2
199,11,8,20.1,16.8,12.2,0.0,0.0,0.2
200,11,9,20.4,17.1,12.2,0.1,0.0,0.2
201,12,1,20.1,16.7,12.2,0.1,0.0,0.2
202,12,2,20.2,16.8,12.2,0.4,0.0,0.2
203,12,3,20.1,16.9,12.2,0.0,0.0,0.2
204,12,4,20.2,16.8,12.1,0.0,0.0,0.2
205,12,5,20.1,16.8,12.1,0.0,0.0,0.2
206,12,6,20.0,16.9,12.1,0.1,0.0,0.2
207,12,7,20.1,16.9,12.1,0.2,0.0,0.2
208,12,8,20.1,16.9,12.1,0.0,0.0,0.2
209,12,10,20.2,16.7,12.2,0.0,0.0,0.2
210,12,11,20.1,16.8,12.2,0.1,0.0,0.2
211,12,12,20.1,17.1,12.1,0.0,0.0,0.2
212,12,13,20.2,16.9,12.1,0.2,0.0,0.2
213,12,14,20.1,16.9,12.1,0.0,0.0,0.2
214,12,15,20.1,16.8,12.2,0.1,0.0,0.2
215,12,16,20.1,16.8,12.2,0.0,0.0,0.2
216,12,17,20.1,16.7,12.1,0.0,0.0,0.2
217,12,18,20.1,16.7,12.2,0.0,0.0,0.2
218,12,19,20.1,16.7,12.1,0.0,0.0,0.2
219,12,20,20.2,16.9,12.1,0.1,0.0,0.2
220,12,21,20.1,16.7,12.1,0.0,0.0,0.2
221,13,1,20.4,17.1,12.1,0.1,0.0,0.2
222,13,2,20.0,16.9,12.1,0.1,0.0,0.2
223,13,3,20.1,16.9,12.1,0.0,0.0,0.2
224,13,4,20.1,16.9,12.1,0.0,0.0,0.2
225,13,5,20.1,16.7,12.1,0.0,0.0,0.2
226,13,6,20.1,16.9,12.1,0.1,0.0,0.2
227,13,7,20.2,16.8,12.1,0.2,0.0,0.2
228,13,8,20.1,16.9,12.1,0.1,0.0,0.2
229,13,9,20.4,16.9,12.2,0.4,0.0,0.3
230,13,10,20.1,16.9,12.1,0.0,0.0,0.2
231,13,11,20.1,16.8,12.1,0.1,0.0,0.2
232,13,12,20.1,16.9,12.1,0.0,0.0,0.3
233,13,13,20.2,16.8,12.1,0.1,0.0,0.2
234,13,14,20.2,16.8,12.1,0.1,0.0,0.3
235,13,15,20.1,16.9,12.2,0.0,0.0,0.2
236,13,16,20.0,16.9,12.1,0.0,0.0,0.2
237,13,17,20.1,17.1,12.1,0.0,0.0,0.3
238,13,18,20.4,16.9,12.1,0.2,0.0,0.2
239,13,19,20.2,16.8,12.2,0.1,0.0,0.2
240,13,20,20.2,16.9,12.1,0.0,0.0,0.2
241,14,1,20.0,16.8,12.2,0.1,0.0,0.2
242,14,2,20.0,16.8,12.1,0.1,0.0,0.2
243,14,3,20.2,16.9,12.1,0.0,0.0,0.2
244,14,4,20.0,16.7,12.1,0.0,0.0,0.2
245,14,5,20.1,17.1,12.1,0.0,0.0,0.2
246,14,7,20.1,16.7,12.1,0.1,0.0,0.2
247,14,8,20.1,16.8,12.1,0.0,0.0,0.2
248,14,9,20.4,16.8,12.1,0.2,0.0,0.2
249,14,10,20.0,17.1,12.1,0.0,0.0,0.2
250,14,11,20.4,16.9,12.1,0.2,0.0,0.2
251,14,12,20.1,16.8,12.1,0.0,0.0,0.2
252,15,1,20.1,16.9,12.1,0.0,0.0,0.2
253,15,2,20.2,16.9,12.1,0.1,0.0,0.2
254,15,3,20.0,16.9,12.1,0.0,0.0,0.2
255,15,4,20.1,16.8,12.2,0.0,0.0,0.2
256,15,5,20.1,17.1,12.2,0.0,0.0,0.2
257,15,6,20.1,16.8,12.1,0.0,0.0,0.2
258,15,7,20.1,16.7,12.1,0.0,0.0,0.2
259,15,8,20.1,16.8,12.1,0.0,0.0,0.2
260,15,9,20.1,17.1,12.2,0.0,0.0,0.2
261,16,1,20.1,16.9,12.1,0.0,0.0,0.2
262,16,2,20.1,16.9,12.1,0.0,0.0,0.2
263,16,3,20.2,16.8,12.1,0.0,0.0,0.2
264,16,4,20.1,16.9,12.1,0.0,0.0,0.2
265,16,5,20.1,16.8,12.1,0.0,0.0,0.2
266,16,6,20.1,17.1,12.1,0.0,0.0,0.2
267,16,7,20.1,16.9,12.1,0.1,0.0,0.2
268,16,8,20.1,16.7,12.1,0.1,0.0,0.2
269,16,9,20.1,16.9,12.1,0.0,0.0,0.2
270,16,10,20.2,16.7,12.0,0.1,0.0,0.2
271,16,11,20.2,16.8,12.1,0.0,0.0,0.2
272,16,12,20.1,16.9,12.1,0.0,0.0,0.2
273,16,13,20.4,16.7,12.1,0.1,0.0,0.2
274,16,14,20.2,16.7,12.1,0.0,0.0,0.2
275,16,15,20.1,16.9,12.1,0.2,0.0,0.2
276,16,16,20.0,16.9,12.1,0.1,0.0,0.2
277,16,17,20.2,16.9,12.1,0.2,0.0,0.2
278,16,18,20.1,16.9,12.2,0.0,0.0,0.2
279,16,19,20.1,16.7,12.1,0.0,0.0,0.2
280,16,20,20.1,16.7,12.1,0.0,0.0,0.2
281,17,1,20.0,16.9,12.2,0.0,0.0,0.2
282,17,2,20.0,16.8,12.2,0.0,0.0,0.2
283,17,3,20.4,16.8,12.1,0.2,0.0,0.2
284,17,4,20.1,16.7,12.1,0.0,0.0,0.2
285,17,5,20.1,16.7,12.1,0.0,0.0,0.2
286,17,6,20.2,16.7,12.1,0.1,0.0,0.2
287,17,7,19.9,16.9,12.1,0.0,0.0,0.2
288,17,8,20.2,16.9,12.1,0.2,0.0,0.2
289,17,9,20.2,16.7,12.1,0.2,0.0,0.2
