idx,device,sample,cpu_line (pc),cpu_line (orin),cpu_line (pi)
511,30,1,2365135441.0,8968015881.0,30000000000.0
512,30,2,2367470800.0,8943644624.0,30000000000.0
513,30,3,2351372707.0,8941973110.0,30000000000.0
514,30,4,2349505216.0,8975485509.0,30000000000.0
515,30,5,2354359241.0,8896700268.0,30000000000.0
516,30,6,2327370799.0,9071022989.0,30000000000.0
517,30,7,2357894845.0,8938429747.0,30000000000.0
518,30,8,2359520222.0,8849398431.0,30000000000.0
519,30,9,2356050767.0,9125305901.0,30000000000.0
520,30,10,2323143025.0,8951390294.0,30000000000.0
521,30,11,2356474112.0,8872264541.0,30000000000.0
522,30,12,2379619460.0,8917902080.0,30000000000.0
523,30,13,2315682384.0,8999342115.0,30000000000.0
524,30,14,2374762830.0,8886363631.0,30000000000.0
525,30,15,2390215533.0,9180361986.0,30000000000.0
526,30,16,2361024092.0,8956334898.0,30000000000.0
527,30,17,2375113085.0,8984667270.0,30000000000.0
528,30,18,2389611113.0,8938073483.0,30000000000.0
529,30,19,2358944734.0,8945543395.0,30000000000.0
530,30,20,2376985892.0,8910447236.0,30000000000.0
531,31,1,2372874271.0,9009491749.0,30000000000.0
532,31,2,2359483488.0,8994637632.0,30000000000.0
533,31,3,2352991634.0,8947538651.0,30000000000.0
534,31,4,2337008708.0,8930493122.0,30000000000.0
535,31,5,2361744028.0,9037274244.0,30000000000.0
536,31,6,2354193436.0,9001425879.0,30000000000.0
537,31,7,2365205225.0,8921163777.0,30000000000.0
538,31,8,2355211225.0,9071095008.0,30000000000.0
539,31,9,2360823716.0,8851705410.0,30000000000.0
540,31,10,2349650496.0,8941260986.0,30000000000.0
541,31,11,2361342393.0,8872337808.0,30000000000.0
542,31,12,2372402971.0,8973241877.0,30000000000.0
543,31,13,2352208006.0,8829676860.0,30000000000.0
544,31,14,2357014074.0,8904542266.0,30000000000.0
545,31,15,2354625761.0,9019994752.0,30000000000.0
546,31,16,2364712028.0,8992595567.0,30000000000.0
547,31,17,2344044782.0,8926250168.0,30000000000.0
548,31,18,2353916132.0,9088709538.0,30000000000.0
549,31,19,2369543591.0,8999153572.0,30000000000.0
550,31,20,2366863720.0,8968578707.0,30000000000.0
