,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,idx,no_of_layers,l1,l2,l3,activation,solver,learning_rate,alpha,warm_start,precision,recall,f1,training time (ms),inference time (ms)
155,155,1,50,0,0,tanh,lbfgs,invscaling,0.001,True,0.963728984034571,0.9625,0.9625632077759421,14551.695556640625,33.904296875
156,156,1,50,0,0,tanh,lbfgs,invscaling,0.001,False,0.9547021062480657,0.95375,0.9537852248852168,9484.71142578125,34.152587890625
157,157,1,50,0,0,tanh,lbfgs,constant,0.0001,True,0.9566619554247923,0.95625,0.9561538521463139,18984.328857421875,32.08837890625
158,158,1,50,0,0,tanh,lbfgs,constant,0.0001,False,0.9614204981230011,0.96125,0.9610954637118831,13929.22509765625,31.43994140625
159,159,1,50,0,0,tanh,lbfgs,adaptive,0.0001,True,0.9633741520711997,0.9625,0.9624262330277561,11844.435791015625,31.981689453125
160,160,1,50,0,0,tanh,lbfgs,adaptive,0.0001,False,0.96102963788458,0.96,0.9601703592014388,13510.796630859375,33.270263671875
161,161,1,50,0,0,tanh,lbfgs,invscaling,0.0001,True,0.9538633018172229,0.95375,0.9533842323694415,22796.53955078125,32.869873046875
162,162,1,50,0,0,tanh,lbfgs,invscaling,0.0001,False,0.9594179444313039,0.95875,0.9586767180396129,17646.3740234375,32.183837890625
163,163,1,100,0,0,identity,sgd,constant,0.01,True,0.9318425019401593,0.9275,0.9269361671163874,38477.20458984375,30.894287109375
164,164,1,100,0,0,identity,sgd,constant,0.01,False,0.9146089961097809,0.91125,0.9095814401715004,38463.39599609375,31.1455078125
165,165,1,100,0,0,identity,sgd,adaptive,0.01,True,0.9220576838869851,0.91875,0.9173155556319571,38504.22900390625,31.093994140625
166,166,1,100,0,0,identity,sgd,adaptive,0.01,False,0.9180817124130138,0.91375,0.9118185086598453,38492.163330078125,30.939453125
167,167,1,100,0,0,identity,sgd,invscaling,0.01,True,0.3236571001672383,0.3625,0.3175399104463881,38601.291748046875,31.113525390625
168,168,1,100,0,0,identity,sgd,invscaling,0.01,False,0.2085526540950534,0.24,0.20159961161307005,38518.458740234375,30.9921875
169,169,1,100,0,0,identity,sgd,constant,0.001,True,0.9189560449845063,0.91625,0.9150824407147856,38503.777587890625,31.171142578125
170,170,1,100,0,0,identity,sgd,constant,0.001,False,0.9179474847327964,0.915,0.913486633367518,38533.522705078125,31.16748046875
171,171,1,100,0,0,identity,sgd,adaptive,0.001,True,0.9301237077214818,0.92625,0.9250743226502434,38690.594970703125,31.164794921875
172,172,1,100,0,0,identity,sgd,adaptive,0.001,False,0.9250081981523602,0.92375,0.9224546369541136,39070.208251953125,30.948974609375
173,173,1,100,0,0,identity,sgd,invscaling,0.001,True,0.2559312753495611,0.2975,0.2497420669836728,38485.39794921875,31.11767578125
174,174,1,100,0,0,identity,sgd,invscaling,0.001,False,0.3057318978208986,0.29875,0.28082210595062196,38512.893798828125,30.820068359375
175,175,1,100,0,0,identity,sgd,constant,0.0001,True,0.9233040875996927,0.91875,0.917372482413501,38436.658935546875,30.966796875
176,176,1,100,0,0,identity,sgd,constant,0.0001,False,0.9155795892468247,0.91375,0.9123976407252399,38491.265380859375,31.07421875
177,177,1,100,0,0,identity,sgd,adaptive,0.0001,True,0.9216766568357058,0.91875,0.9173013565213312,38448.3583984375,30.54150390625
178,178,1,100,0,0,identity,sgd,adaptive,0.0001,False,0.9227958428435911,0.91875,0.9173474005024037,38543.11474609375,31.116943359375
179,179,1,100,0,0,identity,sgd,invscaling,0.0001,True,0.2641898963531609,0.305,0.2622161136151902,38463.06591796875,31.3359375
180,180,1,100,0,0,identity,sgd,invscaling,0.0001,False,0.23316562057641768,0.2725,0.23452040995648957,38891.19091796875,30.747802734375
181,181,1,100,0,0,identity,adam,constant,0.01,True,0.9611896190747654,0.96,0.9598902741404042,43792.68017578125,31.083740234375
182,182,1,100,0,0,identity,adam,constant,0.01,False,0.9538996709740392,0.9525,0.9521190997710041,43783.27392578125,30.8896484375
183,183,1,100,0,0,identity,adam,adaptive,0.01,True,0.9614735759722997,0.96,0.9597951089696083,43802.647216796875,31.04541015625
184,184,1,100,0,0,identity,adam,adaptive,0.01,False,0.9516366784504262,0.95,0.9496830900508269,43882.696533203125,30.976806640625
185,185,1,100,0,0,identity,adam,invscaling,0.01,True,0.9549024529175735,0.95375,0.953435752967415,43668.47021484375,30.903076171875
186,186,1,100,0,0,identity,adam,invscaling,0.01,False,0.9557815999987769,0.95375,0.9535549091544148,43665.7763671875,31.021728515625
187,187,1,100,0,0,identity,adam,constant,0.001,True,0.9532016029792696,0.95125,0.9510205149794961,44100.510498046875,30.821533203125
188,188,1,100,0,0,identity,adam,constant,0.001,False,0.9533836028622216,0.9525,0.9520325011204733,43668.8544921875,30.948974609375
189,189,1,100,0,0,identity,adam,adaptive,0.001,True,0.9554444555476769,0.95375,0.9534741222475889,43567.6474609375,31.01806640625
190,190,1,100,0,0,identity,adam,adaptive,0.001,False,0.9607469435871947,0.95875,0.9586038938907905,43636.761962890625,30.807861328125
191,191,1,100,0,0,identity,adam,invscaling,0.001,True,0.9575515421722172,0.95625,0.9560659246651437,43633.441650390625,30.885498046875
192,192,1,100,0,0,identity,adam,invscaling,0.001,False,0.9535166945535785,0.9525,0.9521739099513986,44018.369873046875,31.11767578125
193,193,1,100,0,0,identity,adam,constant,0.0001,True,0.9564915852869704,0.955,0.9547218382839842,43605.76123046875,31.013427734375
194,194,1,100,0,0,identity,adam,constant,0.0001,False,0.9533809802639817,0.95125,0.9509820504510331,44071.256103515625,30.72265625
195,195,1,100,0,0,identity,adam,adaptive,0.0001,True,0.9554572577198944,0.95375,0.953335812030076,43709.046142578125,30.849365234375
196,196,1,100,0,0,identity,adam,adaptive,0.0001,False,0.9556931607477552,0.95375,0.9534540167457218,43687.8505859375,38.13427734375
197,197,1,100,0,0,identity,adam,invscaling,0.0001,True,0.9554409555187269,0.95375,0.9535257818568833,43572.5693359375,30.997802734375
198,198,1,100,0,0,identity,adam,invscaling,0.0001,False,0.9585573426363274,0.9575,0.9572577797061083,43650.56494140625,30.93896484375
