idx,train(cpu_line)(nano sec),test(cpu_line)(nano sec),train(mem)(MiB),test(mem)(MiB),total_addr_space(mem)(MiB)
1508,3927708511.0,4514666.0,48.3,0.0,188.9
1509,3988841761.0,4361228.0,26.4,0.0,172.4
1510,3946249193.0,4393164.0,27.9,0.0,175.7
1511,3956850742.0,4352077.0,32.8,0.0,174.4
1512,3948186875.0,4410669.0,48.8,0.0,189.7
1513,6628778954.0,4807852.0,8.5,0.0,159.6
1514,6616077008.0,4573326.0,12.5,0.0,156.7
1515,6910949661.0,4612845.0,14.6,0.8,159.3
1516,6671899471.0,4639534.0,10.5,0.0,152.9
1517,6643284717.0,4764814.0,14.6,0.0,156.0
1518,6680620838.0,4560784.0,10.5,0.0,152.5
1519,6655422293.0,4910319.0,14.4,0.0,158.3
1520,6691361057.0,4547504.0,10.4,0.9,163.1
1521,6623369296.0,4612592.0,12.5,0.0,164.8
1522,6655928292.0,4467281.0,12.5,0.0,155.2
1523,6700816753.0,4408402.0,36.4,0.0,177.8
1524,6643643212.0,4524562.0,8.4,0.0,151.8
1525,6626188811.0,4540114.0,14.5,0.0,160.9
1526,6743300873.0,4550674.0,12.5,0.0,158.2
1527,6783508167.0,4638258.0,10.5,0.0,162.1
1528,6847621577.0,4663730.0,10.3,0.8,160.9
1529,6686360699.0,4599794.0,18.3,0.8,162.7
1530,6648268865.0,4476563.0,10.5,0.8,159.7
1531,7770449568.0,5062705.0,12.5,0.0,159.3
1532,7747040008.0,4674642.0,10.5,0.0,157.6
1533,7773192300.0,4603187.0,40.4,0.0,183.7
1534,7729232535.0,4585960.0,10.5,2.0,157.3
1535,7719002615.0,4483803.0,18.4,0.8,166.2
1536,7903353774.0,4529587.0,8.6,0.7,156.8
1537,7747702349.0,4633325.0,40.6,0.0,185.0
1538,7804445635.0,4481185.0,10.6,0.0,163.7
1539,7885679963.0,4471354.0,10.5,0.0,159.4
1540,7747537683.0,4671383.0,8.4,0.8,158.2
1541,7755786076.0,4520623.0,10.6,0.0,159.4
1542,7918562451.0,4560106.0,16.5,0.0,160.2
1543,7889702821.0,4565252.0,12.4,0.8,157.7
1544,7756673168.0,4557023.0,12.4,0.0,159.5
1545,7807663583.0,4539291.0,10.5,0.0,159.5
1546,7392161881.0,4547159.0,14.4,0.8,159.1
1547,7768859066.0,4602324.0,12.5,0.0,158.1
1548,7917954615.0,4626961.0,12.4,0.8,163.5
1549,4576546480.0,4408428.0,23.5,0.0,167.5
1550,4688340445.0,4666635.0,29.5,0.0,173.8
1551,4798722705.0,4484263.0,30.2,0.0,172.1
1552,4741570454.0,4563046.0,31.1,0.0,174.9
1553,4639315549.0,4515139.0,39.1,0.0,183.9
1554,4616496876.0,4492161.0,29.1,0.0,178.1
1555,4658531030.0,4392351.0,25.9,0.0,170.6
1556,4674523117.0,4510974.0,52.6,0.0,197.9
1557,4751284620.0,4544028.0,24.8,0.0,167.2
1558,4599826047.0,4506075.0,30.1,0.0,175.0
1559,4693911540.0,4624378.0,24.9,0.0,171.8
1560,4751010790.0,4632696.0,23.6,0.0,174.1
1561,4793819910.0,4547287.0,25.5,0.0,169.1
1562,4555516158.0,4514934.0,29.5,0.0,173.8
1563,4645674394.0,4565877.0,49.1,0.0,190.1
1564,4564476740.0,4596852.0,52.8,0.0,195.6
1565,4673182468.0,4507347.0,44.5,0.0,186.0
1566,4679226434.0,4523986.0,48.6,0.0,195.2
1567,7384623282.0,6787802.0,8.4,0.0,163.0
1568,7360599316.0,6694488.0,10.5,0.7,152.7
1569,7293950907.0,6893528.0,10.4,0.8,158.7
1570,7325817724.0,6943319.0,10.4,0.9,153.4
1571,7351633655.0,6822389.0,12.6,0.0,164.8
1572,7361972787.0,6880021.0,32.7,0.0,173.3
1573,7335554194.0,6891316.0,10.4,1.0,161.6
1574,7291830733.0,6962227.0,14.4,0.0,157.7
1575,7292094117.0,6937874.0,34.4,0.0,174.6
1576,7335793229.0,6834577.0,13.3,0.0,160.8
1577,7264059530.0,6801616.0,10.5,0.0,161.9
1578,7294178513.0,6876336.0,10.7,0.0,161.0
1579,7550742627.0,6601199.0,24.0,0.0,175.7
1580,7315612300.0,6854159.0,10.5,0.0,161.7
1581,7261271166.0,6796430.0,16.7,22.0,181.2
1582,7301507328.0,6831022.0,12.6,0.0,155.1
1583,7352249556.0,6816333.0,10.5,0.0,157.4
1584,7316835676.0,6903054.0,8.7,0.0,154.2
1585,8368450242.0,6945005.0,12.7,0.0,159.4
1586,8416644446.0,6836077.0,12.2,0.8,166.5
1587,8395743534.0,7099230.0,12.4,0.0,162.1
1588,8390671292.0,6778963.0,12.5,6.0,164.3
1589,8371146424.0,6897840.0,10.5,2.0,154.3
1590,8377577671.0,6785290.0,10.9,0.0,156.4
1591,8422781770.0,6875879.0,8.4,0.8,159.4
1592,8295309032.0,6878786.0,15.1,0.0,164.9
1593,8321756346.0,6877438.0,10.4,0.7,152.0
1594,8380939593.0,7095101.0,32.3,0.0,175.6
1595,8425890183.0,6895288.0,18.5,0.0,160.3
1596,8492636902.0,6888469.0,12.5,0.0,157.0
1597,8450368039.0,6859185.0,8.4,0.8,163.2
1598,8393164497.0,7022065.0,14.4,0.0,156.7
1599,8399871875.0,6871117.0,14.7,0.0,165.9
1600,8482668992.0,6889099.0,14.5,0.0,159.3
1601,8413216864.0,6931305.0,12.4,0.7,157.3
1602,8414404631.0,6835142.0,12.5,0.0,163.9
1603,3100110892.0,7051942.0,32.4,0.0,175.8
1604,5783810051.0,6963557.0,55.9,0.0,194.7
1605,3631557535.0,7031812.0,28.8,0.0,177.4
1606,3821788771.0,7043715.0,30.9,0.0,182.9
1607,2950980558.0,6923521.0,28.8,0.0,177.3
1608,5020864338.0,7077281.0,27.6,0.0,179.7
1609,3348502205.0,7027296.0,32.1,0.0,177.2
1610,4230550311.0,6950719.0,30.8,0.0,176.3
1611,3371656733.0,6911422.0,30.0,0.0,176.7
1612,2835952809.0,6952574.0,29.7,0.0,185.3
1613,2945988547.0,7118078.0,31.4,0.0,180.6
1614,2546035459.0,6983580.0,35.4,0.0,181.2
1615,3411449486.0,6951003.0,28.7,0.0,180.0
1616,3131056797.0,6957083.0,40.5,0.0,185.3
1617,3476165114.0,6984314.0,32.1,0.0,181.5
1618,3595260379.0,6890329.0,26.1,0.0,178.3
1619,3733903816.0,6999482.0,46.5,0.0,187.9
1620,3567949343.0,6997497.0,36.5,0.0,181.6
1621,6660442399.0,4620689.0,8.5,0.0,150.4
1622,6494362595.0,4707953.0,16.4,0.0,159.0
1623,6534512189.0,4665392.0,6.5,0.0,157.9
1624,6608928675.0,4914833.0,16.3,0.0,163.5
1625,6516791157.0,4622895.0,12.5,0.0,166.9
1626,6550972804.0,4662511.0,10.6,0.0,164.7
1627,6555814601.0,4800847.0,10.4,0.8,160.3
1628,6484971476.0,4701103.0,14.5,0.0,157.9
1629,6557556121.0,4887919.0,8.6,0.0,152.1
1630,6483398660.0,4750510.0,14.4,0.6,161.1
1631,6553997887.0,4638606.0,10.2,0.8,158.6
1632,6517228323.0,4808271.0,22.4,0.8,174.0
1633,6577405946.0,4775790.0,12.4,0.8,159.7
1634,6614777752.0,4654894.0,8.4,0.7,156.3
1635,6520740958.0,4781806.0,10.6,0.0,164.2
1636,6496128127.0,4613326.0,12.5,0.0,163.5
1637,6500618529.0,4630190.0,12.4,0.0,157.7
1638,6557087969.0,4640878.0,34.5,0.0,175.2
1639,7248414081.0,4720173.0,4.3,0.0,161.1
1640,7067925251.0,4674734.0,32.6,0.0,174.0
1641,7193242415.0,4758958.0,12.3,0.8,157.9
1642,5944425822.0,4747693.0,12.5,0.0,159.1
1643,7202199772.0,4681470.0,10.5,0.0,159.8
1644,6139200003.0,4704265.0,30.4,0.0,171.9
1645,6343562140.0,4667190.0,32.5,0.0,175.2
1646,7936119501.0,4847963.0,10.5,0.0,159.5
1647,6649779459.0,4789287.0,30.5,0.0,171.3
1648,7778667025.0,4706932.0,8.4,0.0,152.3
1649,7793134201.0,4997268.0,10.3,0.8,158.7
1650,5834795807.0,3358087.0,12.4,0.0,159.2
1651,7763272107.0,4631469.0,6.5,0.0,157.9
1652,7823384527.0,4728818.0,12.1,1.1,161.2
1653,6480136609.0,4739800.0,16.6,0.0,159.3
1654,6087129131.0,4764957.0,12.6,0.0,158.0
1655,6455987307.0,4753123.0,14.5,0.0,156.1
1656,7600224802.0,4685801.0,14.4,0.0,156.4
1657,4522855192.0,4773035.0,27.5,0.0,182.9
1658,4521124538.0,4667121.0,31.5,0.0,180.4
1659,4547534521.0,4644117.0,53.8,0.1,194.6
1660,4590433877.0,4750583.0,30.3,0.0,180.5
1661,4536977794.0,4828857.0,29.1,0.0,176.1
1662,4480939860.0,4682078.0,50.7,0.0,191.8
1663,4407711501.0,4727360.0,56.2,0.0,199.0
1664,4455513381.0,4743395.0,54.9,0.0,196.3
1665,4522608511.0,4651782.0,33.1,0.1,178.4
1666,4597887015.0,4730504.0,33.0,0.0,179.0
1667,4688662287.0,4677322.0,34.9,0.0,180.8
1668,4466857692.0,4743659.0,32.0,0.0,181.7
1669,4509782967.0,4628942.0,31.6,0.0,178.3
1670,4494547266.0,4708911.0,32.4,0.0,175.5
1671,4519776378.0,4720913.0,29.1,0.0,185.9
1672,4462489389.0,4630963.0,35.7,0.1,182.3
1673,4574233401.0,4767731.0,39.0,0.2,182.5
1674,4438910755.0,5203121.0,33.6,0.0,181.3
1675,7673805520.0,5098195.0,10.5,0.0,159.7
1676,7424937766.0,4851382.0,10.4,0.0,162.5
1677,7508392024.0,5061398.0,16.5,0.0,157.3
1678,7483216761.0,5081495.0,18.5,0.0,159.7
1679,7471028669.0,5079032.0,12.5,0.0,156.2
1680,7469143236.0,4967994.0,16.4,0.0,160.9
1681,7484956959.0,5035098.0,10.2,0.8,162.4
1682,7502846056.0,5010203.0,8.5,0.0,158.2
1683,7565478572.0,4925821.0,10.5,2.0,157.4
1684,7434622518.0,4911613.0,30.5,0.0,181.3
1685,7564759846.0,4879231.0,14.5,0.0,159.3
1686,7679521225.0,4834655.0,12.5,0.0,163.2
1687,7461391463.0,4942655.0,22.5,0.0,168.3
1688,7434472817.0,4922048.0,18.6,0.0,160.7
1689,7717933290.0,5058560.0,10.7,0.0,161.8
1690,7464641059.0,5149536.0,12.5,0.0,159.1
1691,7483698548.0,5098496.0,12.5,0.0,158.7
1692,7449982646.0,4877506.0,8.4,0.7,155.9
1693,8773430935.0,5018146.0,8.7,0.0,150.7
1694,7462715276.0,5197889.0,16.5,0.0,161.8
1695,8754538639.0,5047202.0,18.4,22.0,185.7
1696,8789984435.0,5069785.0,8.5,0.0,164.1
1697,8706652523.0,5146675.0,12.6,0.0,161.2
1698,8782277734.0,4936936.0,18.5,0.0,163.4
1699,8732143598.0,5008290.0,6.5,0.0,151.0
1700,7388699012.0,4989212.0,10.4,0.7,155.5
1701,8751606615.0,5160824.0,28.4,0.7,178.9
1702,8702833768.0,4970992.0,16.5,0.0,159.1
1703,8734876825.0,5305295.0,16.4,0.0,164.7
1704,8688054154.0,4969352.0,12.6,0.0,162.1
1705,8802102208.0,5144517.0,36.5,0.0,181.3
1706,7300937822.0,4932639.0,12.6,0.0,157.1
1707,8861361621.0,4942748.0,12.5,0.0,157.4
1708,6687190816.0,5078938.0,16.4,0.0,162.7
1709,7227469805.0,4944278.0,9.1,0.0,166.6
1710,8746573190.0,4998163.0,34.5,0.0,177.5
1711,5500832381.0,4967409.0,33.6,0.0,178.9
1712,5704946635.0,4948431.0,36.2,0.0,184.0
1713,5488005534.0,4891693.0,27.1,0.0,175.5
1714,5390658976.0,4939148.0,28.2,0.0,174.5
1715,5449736659.0,4995338.0,34.4,0.0,180.7
1716,5330205946.0,5044937.0,32.9,0.0,178.0
1717,5366578179.0,4875527.0,31.8,0.0,177.4
1718,5415095020.0,4849125.0,29.3,0.0,175.0
1719,5608871872.0,4990340.0,30.8,0.0,175.7
1720,5506843647.0,4947364.0,35.4,0.0,179.9
1721,5466638954.0,4934850.0,36.9,0.0,180.2
1722,5546977586.0,4916514.0,31.2,0.0,179.7
1723,5435388764.0,4930912.0,35.1,0.0,184.3
1724,5517783576.0,4982912.0,30.9,0.0,174.6
1725,5353148898.0,4977087.0,56.0,0.0,203.9
1726,5579535261.0,4951742.0,31.5,0.0,179.2
1727,5729993719.0,4980285.0,33.0,0.0,182.4
1728,5350707909.0,4996348.0,32.9,0.0,182.1
1729,8284572342.0,7868314.0,12.3,0.7,154.9
1730,8306576110.0,7866169.0,10.5,0.0,159.1
1731,8304705580.0,7805015.0,34.2,0.0,174.4
1732,8338527570.0,7941175.0,12.3,0.7,162.4
1733,8492564861.0,7953430.0,12.5,0.0,157.1
1734,8273355115.0,7839573.0,34.5,0.0,175.4
1735,8273825570.0,7869077.0,12.3,0.8,156.2
1736,8260182535.0,7926004.0,16.5,0.0,160.5
1737,8318056973.0,7755060.0,12.6,0.0,166.3
1738,8266840591.0,7853971.0,10.6,0.0,158.3
1739,8304086221.0,7983186.0,18.4,0.6,161.8
1740,8303714900.0,7782419.0,8.4,0.7,157.6
1741,8275298864.0,7921521.0,11.1,0.0,158.2
1742,8249522352.0,7981105.0,12.1,22.0,179.3
1743,8298808866.0,7785744.0,12.5,0.0,163.8
1744,8279385394.0,7870192.0,36.5,0.0,177.4
1745,8270683978.0,8028208.0,8.5,2.0,160.2
1746,8281275763.0,7864464.0,16.4,0.7,164.8
1747,9761850510.0,7921985.0,10.4,0.8,163.4
1748,9606230679.0,8039922.0,12.4,0.7,165.4
1749,9628388166.0,7923006.0,18.5,0.0,162.0
1750,9799993281.0,7819661.0,14.4,0.0,161.5
1751,9663095291.0,7962499.0,8.7,0.0,165.9
1752,9568457607.0,7912116.0,10.5,2.0,157.7
1753,9780761467.0,7974313.0,10.3,0.7,159.6
1754,9792540764.0,8120801.0,8.4,0.8,159.4
1755,9757478564.0,8042390.0,10.5,0.0,162.8
1756,9588395942.0,7977772.0,16.4,0.0,161.5
1757,9766901136.0,7937315.0,12.4,0.7,164.4
1758,9627443824.0,8076670.0,8.5,0.0,156.2
1759,9585539715.0,7974037.0,4.4,0.0,157.9
1760,9742283248.0,8042000.0,8.4,0.0,152.6
1761,9609474328.0,7933897.0,8.5,0.0,156.6
1762,9552028530.0,7823267.0,30.2,0.0,172.3
1763,9568972911.0,7877503.0,8.4,0.7,157.5
1764,9638635538.0,7864442.0,12.4,0.0,159.6
1765,6087906860.0,7979479.0,34.7,0.0,185.5
1766,4310953803.0,8048180.0,34.7,0.0,183.2
1767,3321156155.0,8001650.0,54.8,0.0,195.9
1768,3639378573.0,12230471.0,51.1,0.0,199.4
1769,3290735216.0,7951853.0,34.2,0.0,180.3
1770,3380288360.0,7929546.0,56.2,0.0,201.5
1771,3524123231.0,7957704.0,34.5,0.0,179.2
1772,4007834384.0,8175207.0,31.3,0.0,177.1
1773,3298175019.0,7956484.0,38.0,0.0,186.6
1774,2609216174.0,7935779.0,60.5,0.0,207.6
1775,3727293681.0,7972353.0,56.0,0.0,199.9
1776,3359892077.0,7882624.0,34.9,0.0,182.2
1777,3302221713.0,7904831.0,59.6,0.0,201.6
1778,3240826266.0,7957661.0,39.1,0.0,181.7
1779,3426094547.0,8047868.0,36.9,0.0,182.6
1780,3906117749.0,8036058.0,58.6,0.0,201.5
1781,2952532257.0,7874905.0,58.9,0.0,204.5
1782,3038129400.0,8040377.0,43.8,0.0,187.2
1783,7186305831.0,5210032.0,16.7,0.0,165.9
1784,7144060351.0,4988207.0,8.6,0.0,155.1
1785,7135866827.0,5123630.0,8.7,0.0,162.1
1786,7190881888.0,4942509.0,12.1,1.1,168.4
1787,7187883794.0,5019308.0,10.6,0.0,158.0
1788,7297975275.0,5000267.0,10.5,0.0,152.8
1789,7165573207.0,5017900.0,10.2,1.0,153.4
1790,7182291157.0,4993003.0,12.8,0.0,160.7
1791,7281806259.0,5133163.0,14.4,0.7,165.6
1792,7118336429.0,5020619.0,12.4,0.6,155.5
1793,7181484716.0,5008234.0,12.4,0.6,158.0
1794,7167524911.0,4987849.0,20.5,0.0,172.6
1795,7161675972.0,4978186.0,8.5,0.0,157.3
1796,7225401337.0,5165002.0,35.3,0.0,181.4
1797,7187346512.0,5265929.0,10.4,0.7,165.1
1798,7275844476.0,5189577.0,12.5,0.0,153.7
1799,7229569718.0,5013427.0,10.5,0.0,158.1
1800,7146723017.0,5118708.0,14.5,0.0,159.4
1801,5829664331.0,5130901.0,34.5,0.0,175.4
1802,8710561041.0,5339285.0,12.4,0.0,157.2
1803,7257611512.0,5160886.0,10.1,1.0,159.0
1804,7052411229.0,5169368.0,12.5,0.0,159.2
1805,5575087751.0,5126328.0,8.5,0.0,153.4
1806,8644288837.0,5100954.0,10.5,0.0,152.8
1807,5483690221.0,5356315.0,10.6,0.0,153.9
1808,6208419551.0,5201019.0,18.4,0.0,163.8
1809,8736466630.0,5174236.0,14.4,18.0,178.7
1810,8728221788.0,5000317.0,12.5,0.0,163.9
1811,7565363994.0,5148221.0,8.4,0.8,156.3
1812,8693839161.0,5067549.0,6.6,0.0,159.0
1813,8886773108.0,5076830.0,10.4,0.0,163.2
1814,7850767935.0,5108030.0,10.5,0.0,162.1
1815,7506745735.0,5220927.0,8.5,0.0,162.3
1816,6607761589.0,5123647.0,18.5,0.0,159.2
1817,6226034125.0,5197696.0,18.5,16.0,180.1
1818,8894136032.0,5158944.0,10.4,0.0,159.0
1819,5301561314.0,5105600.0,34.3,0.0,179.2
1820,5057582548.0,5117760.0,51.9,0.0,194.0
1821,5121510625.0,5088769.0,50.6,0.0,193.0
1822,5115714428.0,5055840.0,33.4,0.0,181.1
1823,5123763239.0,5157729.0,32.6,0.0,181.6
1824,5138225511.0,4996129.0,31.3,0.0,176.3
1825,5367779795.0,5144001.0,35.1,0.0,177.7
1826,5219659828.0,5141154.0,55.9,0.0,196.8
1827,5109457294.0,5026817.0,33.7,0.0,177.1
1828,5208274782.0,5055554.0,61.6,0.0,204.1
1829,5147320046.0,5084866.0,37.3,0.0,178.8
1830,5198584639.0,5090498.0,54.8,0.0,198.4
1831,5114336018.0,5069250.0,37.1,0.0,187.1
1832,5113014972.0,5025762.0,33.2,0.0,187.1
1833,5149698576.0,6833731.0,33.2,0.0,179.4
1834,5264867493.0,7519684.0,31.6,0.3,180.3
1835,5107434287.0,5122467.0,34.2,0.0,180.6
1836,5201819281.0,5088930.0,36.7,0.0,186.4
1837,8390579064.0,5310338.0,32.6,0.0,173.3
1838,8249454320.0,5404483.0,14.4,0.0,158.0
1839,8413673028.0,5520899.0,12.3,0.0,159.5
1840,8363486392.0,5366307.0,12.4,0.0,153.3
1841,8256284257.0,5434947.0,12.6,0.0,156.6
1842,8231381615.0,5422787.0,12.7,0.0,154.0
1843,8332751171.0,5391363.0,8.5,0.0,153.0
1844,8274932976.0,6447108.0,12.5,0.0,154.8
1845,8257078927.0,5434275.0,10.5,0.0,159.2
1846,8470036186.0,5644676.0,10.4,0.0,155.5
1847,8301726414.0,5795716.0,10.6,0.0,159.8
1848,8342747682.0,5393444.0,16.5,16.0,177.6
1849,8462853255.0,5236708.0,12.6,0.0,157.2
1850,8204572526.0,5436356.0,14.5,0.0,162.6
1851,8276006187.0,5383844.0,30.5,0.0,171.0
1852,8400352402.0,5493941.0,8.4,0.0,162.4
1853,8299336053.0,5500146.0,14.6,0.0,157.8
1854,8230429719.0,5371854.0,14.5,0.0,156.9
1855,9916292440.0,5907791.0,8.7,0.0,152.1
1856,8924949535.0,5371912.0,18.5,0.0,162.2
1857,6776460089.0,5450695.0,16.5,0.0,162.6
1858,7594694739.0,5367940.0,8.7,0.0,158.1
1859,9676096002.0,5337026.0,12.6,0.0,163.3
1860,9828752274.0,5342176.0,12.5,0.0,155.4
1861,8451834337.0,5577088.0,14.6,0.0,159.5
1862,9647770076.0,5559679.0,12.5,0.0,156.9
1863,9770562912.0,5467900.0,10.5,0.0,156.4
1864,9847287042.0,5430363.0,8.4,0.0,151.5
1865,9710027524.0,5558842.0,16.5,0.0,162.3
1866,9306139994.0,5563289.0,10.5,0.0,166.4
1867,8020459899.0,5464376.0,12.5,0.0,164.0
1868,9233741253.0,5426263.0,8.5,0.0,156.2
1869,8781929403.0,5450134.0,10.4,0.8,163.2
1870,9251242834.0,5527989.0,30.5,0.0,176.7
1871,6447618726.0,5469749.0,12.5,0.0,155.6
1872,9816892653.0,5515956.0,14.5,0.0,162.0
1873,6318764457.0,7832507.0,54.3,0.0,195.1
1874,6290736310.0,5387122.0,31.0,0.0,181.0
1875,6049935563.0,5324146.0,31.5,0.0,180.9
1876,6287110662.0,5439218.0,27.3,0.0,174.1
1877,6534603554.0,5548242.0,30.8,0.3,186.4
1878,6397648652.0,5444369.0,34.0,0.0,178.8
1879,6262129840.0,5305808.0,33.1,0.0,184.5
1880,6504631758.0,5392688.0,50.9,0.0,195.6
1881,6150858707.0,5411824.0,28.6,0.0,182.0
1882,6237335504.0,15918958.0,30.4,0.0,182.7
1883,6589947147.0,5351088.0,56.5,0.0,198.5
1884,6504062995.0,5419183.0,52.8,0.0,196.8
1885,6247715109.0,8035830.0,53.0,0.0,194.2
1886,6305822963.0,5332495.0,35.7,0.0,187.0
1887,6254872874.0,5409807.0,30.5,0.0,181.5
1888,6462883297.0,5381038.0,33.8,0.0,176.7
1889,6365638908.0,5449934.0,53.2,0.0,196.5
1890,6346405046.0,5500366.0,39.8,0.0,180.9
1891,9419718782.0,8912759.0,12.2,0.0,156.4
1892,9240006224.0,9020151.0,14.4,0.0,159.1
1893,9405002881.0,9139959.0,22.6,0.0,163.4
1894,9291163562.0,8895414.0,34.6,0.0,175.8
1895,9271874226.0,9104727.0,10.4,0.7,162.2
1896,9259604222.0,8818805.0,10.4,0.6,162.5
1897,9331970695.0,8818197.0,14.4,0.7,159.1
1898,9407680096.0,8843030.0,14.6,0.0,160.6
1899,9387183168.0,8987285.0,12.5,0.0,159.0
1900,9258609738.0,8857749.0,14.5,0.0,157.9
1901,9357330858.0,8827923.0,8.4,0.6,158.9
1902,9297840929.0,9552148.0,10.5,2.0,157.6
1903,9263827338.0,9516526.0,18.4,0.0,160.2
1904,9298062037.0,8968886.0,8.2,0.9,158.4
1905,9278885061.0,8880364.0,14.4,0.7,162.7
1906,9236810872.0,8914238.0,16.5,0.0,163.4
1907,9285475157.0,8966669.0,32.5,0.0,175.3
1908,9326800410.0,8996701.0,18.6,0.0,168.1
1909,1e+10,8802671.0,12.5,0.7,156.0
1910,1e+10,9023225.0,14.5,0.0,157.3
1911,1e+10,9183011.0,8.5,0.0,162.7
1912,1e+10,8883732.0,10.5,0.0,157.0
1913,1e+10,8999869.0,8.6,0.0,151.1
1914,1e+10,8875688.0,26.5,0.0,176.6
1915,1e+10,8856657.0,8.6,22.0,171.7
1916,1e+10,8893400.0,14.6,0.0,159.2
1917,1e+10,8848769.0,10.4,0.9,161.0
1918,1e+10,9110533.0,38.3,0.0,182.9
1919,1e+10,8867949.0,8.5,2.0,156.6
1920,1e+10,9059569.0,10.6,0.0,162.4
1921,1e+10,9399603.0,16.5,0.0,161.2
1922,1e+10,8940475.0,34.7,0.0,174.9
1923,1e+10,8836928.0,12.5,0.8,155.3
1924,1e+10,9036226.0,13.1,0.0,164.6
1925,1e+10,9073510.0,18.6,0.0,160.8
1926,1e+10,8946058.0,16.4,0.8,162.8
1927,5979583141.0,8905645.0,40.5,0.0,184.8
1928,3723564198.0,8933999.0,36.8,0.0,184.2
1929,4460776719.0,8983632.0,38.2,0.0,182.2
1930,5165411297.0,8995955.0,37.5,0.0,181.3
1931,4854629830.0,9025395.0,36.3,0.0,183.3
1932,4234700081.0,9087125.0,58.6,0.0,199.7
1933,3212135325.0,8975191.0,32.8,0.0,177.5
1934,3562256050.0,8915608.0,40.2,0.0,183.6
1935,3626100672.0,8897178.0,32.4,0.0,176.8
1936,3461151574.0,9093562.0,35.0,0.0,187.1
1937,3864418158.0,8975356.0,35.6,0.0,182.3
1938,4144499715.0,9113052.0,36.6,0.0,182.3
1939,4276684052.0,9000126.0,35.3,0.0,183.2
1940,3512320983.0,8912575.0,36.3,0.0,187.8
1941,5001098964.0,9048383.0,59.9,0.0,202.4
1942,3891078338.0,9040768.0,34.7,0.0,182.4
1943,4276221722.0,8972896.0,34.2,0.0,176.2
1944,4472375554.0,9303425.0,34.2,0.0,184.7
1945,5018862087.0,3691988.0,10.3,0.0,157.3
1946,4969632617.0,3652436.0,10.2,0.0,153.2
1947,5006767287.0,3645364.0,12.5,0.0,154.4
1948,4982828437.0,3634132.0,12.5,0.0,158.6
1949,5007828291.0,3659093.0,10.4,0.0,156.3
1950,5008980425.0,3727925.0,18.5,0.0,162.5
1951,4917443858.0,3647957.0,14.5,0.0,155.7
1952,4927026029.0,3643980.0,10.5,0.0,156.8
1953,4958473667.0,4032305.0,14.6,0.0,160.3
1954,4942804619.0,3657855.0,12.4,0.0,162.2
1955,4963375942.0,3674009.0,12.5,0.0,162.5
1956,4932121162.0,3591730.0,8.6,0.0,162.9
1957,4977067870.0,3676559.0,22.7,0.0,173.2
1958,5026470155.0,3635817.0,32.5,0.0,173.7
1959,4944198738.0,3640997.0,14.4,0.0,166.2
1960,4999103866.0,3634656.0,20.5,0.0,168.1
1961,4912963072.0,3606780.0,12.6,0.0,164.4
1962,4969427168.0,3633080.0,12.5,0.0,159.6
1963,4469543355.0,3852440.0,16.6,0.0,163.0
1964,4841148775.0,3556176.0,10.1,4.0,161.4
1965,5699013277.0,3698768.0,10.5,0.0,155.6
1966,5482895921.0,3659404.0,10.4,0.0,155.3
1967,3101645391.0,3635817.0,8.6,0.0,153.2
1968,5557183216.0,3616071.0,30.5,0.0,172.3
1969,4766088872.0,3695782.0,12.3,0.0,162.3
1970,5149610675.0,3636003.0,8.4,0.0,157.9
1971,5585590964.0,3686305.0,16.5,0.0,159.8
1972,5056051883.0,3688287.0,14.5,0.0,161.6
1973,5558628161.0,3779454.0,16.5,0.0,160.3
1974,5513684754.0,4130815.0,10.5,0.0,159.0
1975,5584433274.0,3895387.0,34.3,0.0,175.1
1976,5098785623.0,3600760.0,10.5,0.0,152.3
1977,5558851615.0,3599767.0,12.0,0.7,162.7
1978,5596673225.0,3687702.0,38.4,0.0,178.5
1979,5647713014.0,3743829.0,10.1,0.5,158.7
1980,5531045193.0,3622068.0,18.5,0.0,164.2
1981,2729414243.0,3673395.0,19.9,0.0,163.2
1982,2701302644.0,3781170.0,13.7,0.0,160.4
1983,2748029714.0,3640433.0,15.5,0.0,165.8
1984,2742750259.0,3648240.0,14.1,0.0,160.9
1985,2952270550.0,3687216.0,19.8,0.0,161.8
1986,2641363058.0,3737615.0,14.2,0.0,158.5
1987,2875704344.0,3730031.0,39.4,0.0,184.8
1988,2702987660.0,3682126.0,14.2,0.0,161.8
1989,2665681442.0,3586637.0,18.1,0.0,162.4
1990,2723809875.0,3686157.0,15.9,0.0,161.1
1991,2765862189.0,3704429.0,14.0,0.0,159.5
1992,2764050526.0,3747756.0,15.7,0.0,158.9
1993,2729228375.0,3625068.0,17.8,0.0,160.8
1994,2786986124.0,3809292.0,17.6,0.0,163.5
1995,2748413345.0,3680012.0,19.7,0.0,169.2
1996,2756753912.0,3676779.0,15.7,0.0,163.5
1997,2808412439.0,3640107.0,19.5,0.0,166.7
1998,2741807316.0,3723050.0,17.9,0.0,162.8
1999,5553459327.0,3795082.0,14.5,0.0,158.0
2000,5570617392.0,3826698.0,12.7,0.0,158.5
2001,5579429934.0,3799081.0,12.5,0.0,161.9
2002,5547341063.0,3668681.0,10.5,0.0,162.7
2003,5687156632.0,3945386.0,18.5,0.0,161.5
2004,5554512834.0,3840457.0,16.4,0.0,161.9
2005,5580451644.0,3746985.0,12.1,0.5,159.1
