idx,train(cpu_line)(nano sec),test(cpu_line)(nano sec),train(mem)(MiB),test(mem)(MiB),total_addr_space(mem)(MiB)
2897,9256502574.0,8349539.0,12.5,0.0,154.6
2898,9360412748.0,8457922.0,12.5,0.0,157.8
2899,3686427763.0,8387234.0,45.3,0.0,197.4
2900,4570238614.0,8466018.0,45.8,0.0,193.0
2901,5140741123.0,8461985.0,67.9,0.0,207.6
2902,6797806932.0,8438946.0,37.6,0.0,184.6
2903,4711364422.0,8406561.0,43.8,0.0,197.1
2904,6542862834.0,8446306.0,46.6,0.0,191.7
2905,4159917466.0,8453601.0,49.2,0.0,195.8
2906,6120482720.0,8507426.0,48.5,0.0,192.1
2907,4839702234.0,8596770.0,44.8,0.0,191.9
2908,4052997643.0,8439905.0,42.5,0.0,186.2
2909,4398078062.0,8559745.0,64.2,0.0,204.2
2910,3867670770.0,8527297.0,62.1,0.0,210.3
2911,4546142069.0,8496449.0,65.5,0.0,210.1
2912,3391667086.0,8493792.0,68.0,0.0,211.2
2913,6561451002.0,8529504.0,45.9,0.0,190.0
2914,4548615602.0,8403387.0,41.1,0.0,187.7
2915,5329461074.0,8497981.0,44.6,0.0,192.1
2916,3288887415.0,8486878.0,43.0,0.0,191.4
2917,5762315675.0,4623663.0,10.5,0.0,155.4
2918,5773645305.0,4270162.0,6.5,0.0,156.4
2919,5898494004.0,4338354.0,18.4,0.0,165.9
2920,5718126898.0,4269842.0,10.4,0.0,156.8
2921,5664157709.0,4267412.0,10.5,0.0,152.9
2922,5700923867.0,4914674.0,14.5,0.0,164.2
2923,5680206342.0,4239541.0,10.7,0.0,158.4
2924,5836398524.0,4239542.0,10.5,0.0,162.7
2925,5714444132.0,4313238.0,14.7,0.0,160.0
2926,5707223898.0,4215959.0,14.4,0.0,158.2
2927,5766891541.0,4279479.0,10.5,0.0,158.0
2928,5814546599.0,4308759.0,18.4,0.0,163.1
2929,5853174764.0,4359032.0,6.3,0.0,153.9
2930,5726707212.0,4279544.0,12.4,0.0,155.8
2931,5672004088.0,4268889.0,10.6,0.0,168.6
2932,5749509446.0,4319897.0,8.5,0.0,155.7
2933,5726501276.0,4275065.0,12.5,0.0,161.0
2934,5755198754.0,4293882.0,10.4,0.0,153.1
2935,6155444019.0,4329882.0,14.5,0.0,158.0
2936,5241864254.0,4302971.0,30.3,0.0,171.3
2937,4742423919.0,4917882.0,10.5,0.0,161.0
2938,5874908204.0,4313435.0,16.5,0.0,164.2
2939,6563076313.0,4533723.0,10.3,0.0,159.9
2940,4108162748.0,4337755.0,14.5,0.0,159.9
2941,5911028618.0,8036664.0,10.0,0.7,163.2
2942,5847976424.0,4234428.0,12.4,0.0,156.8
2943,4789989155.0,4283900.0,10.5,0.0,155.3
2944,3925266530.0,4297019.0,14.6,0.0,156.2
2945,4956307945.0,4374268.0,18.3,0.0,162.0
2946,4348421664.0,4320988.0,16.4,0.0,166.0
2947,3932887715.0,4304253.0,10.3,0.0,153.7
2948,6058637565.0,4256349.0,6.5,0.0,157.1
2949,6553257360.0,4248444.0,10.0,0.6,157.7
2950,4554702972.0,4253020.0,8.5,0.0,162.0
2951,4623543491.0,4334813.0,12.6,2.0,160.4
2952,5782395860.0,4304477.0,10.4,0.0,154.0
2953,3587580415.0,4344061.0,31.6,0.0,178.2
2954,3479766821.0,4428860.0,26.2,0.0,173.3
2955,3590440196.0,4432637.0,31.4,0.0,175.7
2956,3577158685.0,4341277.0,35.5,0.0,178.6
2957,3544971008.0,4423389.0,38.6,0.0,186.8
2958,3539977709.0,4306365.0,28.2,0.0,182.0
2959,3669254492.0,4328221.0,37.3,0.0,179.1
2960,3551567568.0,4322174.0,29.7,0.0,184.0
2961,3501761235.0,4342909.0,32.6,0.0,177.2
2962,3551595955.0,4474973.0,29.8,0.0,179.6
2963,3597088660.0,4469693.0,30.8,0.0,176.4
2964,3497756337.0,4320253.0,38.2,0.0,186.8
2965,3419737276.0,4277181.0,33.7,0.0,177.6
2966,3575291891.0,4364958.0,38.9,0.0,180.6
2967,3550280475.0,4449533.0,51.3,0.0,193.4
2968,3707163985.0,4428541.0,48.0,0.0,191.6
2969,3538487533.0,4418525.0,29.1,0.0,177.8
2970,3560936691.0,4382525.0,29.7,0.0,175.1
2971,6675868884.0,4567037.0,6.4,0.0,149.4
2972,6807464623.0,4636382.0,6.6,0.0,154.4
2973,6672509342.0,4585391.0,6.7,0.0,158.3
2974,6655776331.0,4572274.0,12.7,0.0,166.1
2975,6707831124.0,4563605.0,16.3,0.0,163.5
2976,6720672116.0,4587895.0,10.4,0.0,160.1
2977,6692970659.0,4518842.0,4.3,0.0,153.2
2978,6787065358.0,4572795.0,14.5,0.0,157.8
2979,6681707226.0,4584286.0,6.5,0.0,156.1
2980,6647622389.0,4634943.0,6.5,0.0,157.7
2981,6662122755.0,4553217.0,20.5,0.0,165.4
2982,6641203018.0,4576227.0,12.5,0.0,156.5
2983,6662033329.0,4560164.0,22.7,0.0,166.5
2984,6780771230.0,4612901.0,14.4,0.0,162.6
2985,6719388615.0,4568103.0,12.5,0.0,166.5
2986,6917872771.0,4670279.0,12.5,0.0,162.5
2987,6770099290.0,5053127.0,16.6,0.0,166.8
2988,6685248427.0,4544169.0,32.4,0.0,173.8
2989,6500538292.0,4560235.0,10.5,0.0,159.5
2990,7438531772.0,4617164.0,16.6,0.0,161.6
2991,5632619318.0,4580620.0,8.3,0.0,158.6
2992,6785455009.0,4492845.0,22.5,0.0,166.9
2993,6249394907.0,4532750.0,16.4,18.0,175.5
2994,6559786594.0,4545870.0,6.5,2.0,155.4
2995,5434570415.0,4616335.0,14.5,0.0,161.8
2996,6032135595.0,4524464.0,12.5,4.0,162.1
2997,7344381162.0,4554608.0,12.4,0.0,157.9
2998,7349971381.0,4525040.0,28.4,0.0,169.8
2999,7579258017.0,4773041.0,6.5,0.0,156.0
3000,7373022694.0,4555890.0,10.4,0.0,158.2
3001,7371668459.0,4573394.0,14.0,0.7,165.7
3002,7401145164.0,4566002.0,30.7,0.0,171.4
3003,7344872827.0,4581298.0,32.5,0.0,173.2
3004,6836466154.0,4592851.0,12.6,0.0,162.5
3005,7419754209.0,4571475.0,12.4,0.0,158.8
3006,5016576854.0,4578259.0,34.5,0.0,175.6
3007,4550912475.0,4577780.0,31.5,0.0,175.9
3008,4465384033.0,4633843.0,29.6,0.0,176.2
3009,4569159856.0,4577396.0,35.5,0.0,180.1
3010,4553187516.0,4567700.0,53.3,0.0,196.1
3011,4386427820.0,4526868.0,29.6,0.0,176.6
3012,4433884537.0,4637332.0,27.7,0.0,174.3
3013,4450253263.0,4609332.0,29.7,0.0,178.8
3014,4489163782.0,4590869.0,31.3,0.0,180.5
3015,4547642500.0,4519733.0,51.4,0.0,192.5
3016,4493846519.0,4591317.0,31.3,0.0,175.1
3017,4579314153.0,4512276.0,29.3,0.0,180.5
3018,4257734081.0,4560597.0,35.5,0.0,181.8
3019,4267539069.0,4547061.0,39.7,0.0,182.5
3020,4402551301.0,4609620.0,29.7,0.0,178.5
3021,4446778917.0,4586229.0,33.5,0.0,180.6
3022,4391860400.0,4498421.0,51.6,0.0,194.1
3023,4406809232.0,4534165.0,28.5,0.0,179.5
3024,4570183468.0,4575702.0,31.7,0.0,183.0
3025,7579000811.0,7482223.0,26.7,0.0,167.8
3026,7440059169.0,7450319.0,8.5,0.3,156.9
3027,7515720984.0,7442766.0,12.5,0.0,161.3
3028,7436633870.0,7400643.0,14.5,0.0,159.0
3029,7483560614.0,7512291.0,10.4,0.0,157.3
3030,7427311490.0,7467236.0,10.5,0.0,152.9
3031,7557130486.0,7560421.0,10.4,0.0,158.9
3032,7540618247.0,7409990.0,16.6,0.0,161.1
3033,7466938371.0,7541542.0,14.5,0.0,161.4
3034,7449011429.0,10302974.0,10.8,0.0,152.9
3035,7618902379.0,7472007.0,34.4,0.0,175.5
3036,7431082620.0,7635112.0,10.6,0.0,162.8
3037,7509379592.0,7567272.0,8.5,0.0,159.0
3038,7597728502.0,7498569.0,10.4,0.0,156.2
3039,7478738628.0,7471177.0,12.5,0.0,161.2
3040,7490799067.0,7469065.0,34.5,0.0,179.4
3041,7471777588.0,7466794.0,10.4,0.0,157.7
3042,7549596022.0,7586474.0,10.4,0.0,159.2
3043,8383690338.0,7529898.0,8.6,0.0,150.8
3044,8282486018.0,7572074.0,14.6,0.0,160.2
3045,8304943977.0,7588747.0,10.4,0.0,160.7
3046,8340868886.0,7572011.0,14.3,0.0,157.9
3047,8405351298.0,7547115.0,10.5,0.0,156.9
3048,8312711235.0,7497292.0,18.6,0.0,160.7
3049,8176455615.0,7501324.0,18.0,0.0,162.3
3050,8181642256.0,7486572.0,10.6,0.0,158.1
3051,8217032771.0,7486989.0,14.6,0.0,160.4
3052,8200875920.0,7506028.0,10.5,0.0,155.5
3053,8359469390.0,7630156.0,8.5,0.0,150.7
3054,8308898524.0,7994508.0,16.5,0.0,164.2
3055,8327006064.0,7571917.0,10.7,0.0,151.6
3056,8292040670.0,7464333.0,16.7,0.0,159.9
3057,8219552226.0,7482221.0,18.1,0.0,161.0
3058,8235480894.0,7397389.0,8.4,0.0,159.0
3059,8266845131.0,7534317.0,8.2,0.0,161.3
3060,8264722661.0,7499181.0,8.2,0.0,151.4
3061,5518381878.0,7540397.0,57.1,0.0,198.5
3062,5915748108.0,7539022.0,37.2,0.0,180.0
3063,5371271502.0,7510861.0,35.0,0.0,185.8
3064,5868369326.0,7441325.0,55.1,0.0,196.8
3065,6030068262.0,7473102.0,33.4,0.0,175.8
3066,5841903699.0,7440109.0,35.4,0.0,179.6
3067,4531606791.0,7465997.0,35.4,0.0,181.2
3068,3835732568.0,7563021.0,39.1,0.0,186.7
3069,5578628582.0,7560814.0,35.8,0.0,184.6
3070,4151376988.0,7515310.0,55.7,0.0,196.5
3071,4540905150.0,7519886.0,43.6,0.0,190.7
3072,5894485739.0,7588653.0,41.1,0.0,189.3
3073,5914305040.0,7497582.0,32.0,0.0,176.6
3074,3530216046.0,7510830.0,53.4,0.0,196.4
3075,4222279577.0,7564269.0,39.1,0.0,181.4
3076,4154725701.0,7552014.0,39.3,0.0,182.0
3077,4546301285.0,7620494.0,27.4,0.0,178.9
3078,5256607914.0,7580237.0,33.1,0.0,181.4
3079,6488567120.0,4793684.0,8.6,0.0,153.4
3080,6424364069.0,3286366.0,28.2,0.0,169.4
3081,6403609037.0,4615815.0,12.4,0.0,152.6
3082,6472069250.0,4667172.0,8.6,0.0,150.7
3083,6532851166.0,4690977.0,8.5,0.0,165.9
3084,6415501545.0,4770175.0,8.6,0.0,158.5
3085,6499819507.0,4783772.0,10.5,0.0,161.9
3086,6372174081.0,4591929.0,10.5,0.0,162.0
3087,6434374456.0,4654968.0,10.5,0.0,162.7
3088,6513570377.0,4677813.0,8.5,6.0,156.9
3089,6398336858.0,4603347.0,8.4,0.0,150.6
3090,6475320949.0,4582417.0,12.4,0.0,158.1
3091,6393838378.0,4699280.0,10.4,0.0,159.2
3092,6450652116.0,4719246.0,14.4,0.0,158.1
3093,6305589797.0,4540013.0,34.6,0.0,175.4
3094,6371004198.0,4637963.0,12.4,0.0,162.0
3095,6493747933.0,4763851.0,10.4,0.0,155.3
3096,6435893991.0,4716297.0,8.6,0.0,160.1
3097,5212981893.0,4753129.0,6.5,0.0,159.3
3098,5386855488.0,4667783.0,8.5,0.0,162.8
3099,5610253976.0,4684614.0,10.5,0.0,153.6
3100,4642014071.0,4722406.0,12.0,0.5,162.6
3101,4312954086.0,4659941.0,16.5,0.0,159.1
3102,4187849501.0,4793381.0,8.5,0.0,162.5
3103,4408312652.0,4741028.0,14.4,0.0,158.9
3104,4956106503.0,4684099.0,6.5,0.0,161.8
3105,5332330824.0,4620131.0,8.6,0.0,153.8
3106,5973341246.0,4646082.0,12.5,0.0,153.3
3107,5837618624.0,4624738.0,12.7,0.0,161.1
3108,4334317064.0,4719362.0,12.5,0.0,164.1
3109,7260252635.0,4715649.0,8.4,0.0,151.1
3110,4278797283.0,4822336.0,18.5,0.0,162.3
3111,5501155749.0,4793408.0,12.5,2.0,161.7
3112,5596224466.0,4758591.0,12.5,0.0,157.2
3113,5324341448.0,4643615.0,8.5,0.0,156.4
3114,5442069382.0,4727199.0,8.5,0.0,152.5
3115,3996005746.0,4703135.0,38.8,0.0,187.8
3116,4110513349.0,4718942.0,41.9,0.2,188.0
3117,4147722705.0,4654654.0,60.1,0.0,202.3
3118,4175400107.0,4765822.0,39.0,0.0,186.8
3119,4022941691.0,4652254.0,65.9,0.0,209.0
3120,4272427688.0,4959326.0,39.6,0.0,184.2
3121,4072153997.0,4766941.0,51.7,0.0,204.6
3122,4110176747.0,5148477.0,37.2,0.0,183.7
3123,4040089100.0,4810237.0,40.9,0.0,188.3
3124,4162315623.0,6068860.0,47.8,0.0,193.9
3125,4144653339.0,4669341.0,60.7,0.0,201.2
3126,4196935369.0,4671197.0,42.8,0.0,186.7
3127,4119237683.0,4646301.0,37.7,0.0,182.7
3128,4055988605.0,4712669.0,43.0,0.0,185.5
3129,4038513553.0,4700669.0,63.5,0.0,209.9
3130,4079514303.0,4778397.0,39.9,0.0,185.0
3131,4022864795.0,4723164.0,43.1,0.0,188.8
3132,4216660794.0,6264795.0,38.7,0.0,195.1
3133,7515244123.0,5962491.0,12.4,0.0,167.0
3134,7636893635.0,5169340.0,8.5,0.0,154.9
3135,7568953458.0,5009052.0,40.5,0.0,183.3
3136,7554888191.0,5216028.0,8.4,0.0,153.4
3137,7715586127.0,5105000.0,6.3,0.0,153.2
3138,7661794815.0,4994738.0,10.5,0.0,156.1
3139,7574378197.0,5076344.0,10.4,0.0,155.6
3140,7671170344.0,5098686.0,18.6,0.0,164.8
3141,7655172748.0,5436478.0,6.4,0.0,158.8
3142,7460410154.0,4961932.0,10.5,0.0,162.8
3143,7566019583.0,4913234.0,38.4,0.0,185.2
3144,7586597858.0,5058260.0,12.3,0.0,156.7
3145,7505488365.0,5038521.0,26.6,0.0,172.9
3146,7545804377.0,5927857.0,12.5,0.0,155.0
3147,7468596408.0,5025057.0,8.5,0.0,151.1
3148,7587436419.0,5100196.0,10.7,0.0,155.1
3149,7548895070.0,5042599.0,22.3,0.0,171.0
3150,7584936802.0,5073258.0,10.5,0.0,162.2
3151,8117768699.0,5077773.0,8.5,0.0,161.8
3152,8473765578.0,4991440.0,10.5,0.0,161.3
3153,7409639811.0,4893140.0,10.4,0.0,158.1
3154,7612311458.0,5020756.0,8.6,0.0,153.5
3155,6661855071.0,4891383.0,10.4,0.0,154.4
3156,5016644503.0,5024376.0,10.1,0.4,154.3
3157,7333610050.0,5090297.0,12.5,0.0,163.4
3158,8313060703.0,4944604.0,8.5,0.0,160.1
3159,7335227356.0,5094396.0,6.5,0.0,161.6
3160,8386995018.0,4982302.0,38.7,0.0,182.7
3161,7696508196.0,5033215.0,16.2,0.0,160.2
3162,8410544024.0,5071327.0,10.7,2.0,157.1
3163,8181868182.0,4948962.0,8.3,0.0,151.5
3164,7671299648.0,4991298.0,10.5,0.0,157.9
3165,8397055315.0,5016803.0,12.5,0.0,152.7
3166,8526645190.0,5049475.0,10.5,0.0,156.6
3167,8309710267.0,4990341.0,10.5,0.0,157.2
3168,5666951434.0,5094757.0,18.5,0.0,165.8
3169,5163438277.0,4827527.0,44.7,0.0,188.0
3170,5192648302.0,5005638.0,38.1,0.0,185.9
3171,5010935925.0,18005318.0,40.2,0.0,182.6
3172,5246438265.0,5013159.0,41.7,0.0,187.2
3173,5178423840.0,4981224.0,67.8,0.0,210.4
3174,5175148268.0,5030217.0,42.8,0.0,190.2
3175,5222090935.0,5413862.0,39.9,0.0,188.2
3176,5183731633.0,5028873.0,43.4,0.0,187.1
3177,5079087995.0,4924810.0,42.3,0.0,193.9
3178,5394708431.0,4988906.0,37.4,0.0,186.5
3179,5124754471.0,4966506.0,44.1,0.0,193.7
3180,5138189435.0,5020555.0,40.7,0.0,189.1
3181,5277367299.0,5015178.0,40.2,0.0,185.6
3182,5018757764.0,6364549.0,41.8,0.0,193.0
3183,5306771776.0,5066058.0,40.7,0.0,188.3
3184,5202137706.0,5366922.0,41.5,0.0,187.8
3185,5237643577.0,5048171.0,39.9,0.1,185.3
3186,5229653971.0,4942636.0,68.9,0.0,209.5
3187,8645664351.0,8634141.0,8.5,0.0,150.9
3188,8522030702.0,8495678.0,12.5,0.0,157.5
3189,8589216864.0,8621438.0,16.4,0.0,159.7
3190,8565827026.0,8553508.0,10.4,0.0,154.3
3191,8568037834.0,8572763.0,10.5,0.0,156.9
3192,8608177596.0,8589616.0,10.5,2.0,157.2
3193,8494995795.0,8644680.0,10.5,0.0,154.4
3194,8470858852.0,8537630.0,18.7,0.0,163.6
3195,8477368355.0,8411797.0,14.5,0.0,164.0
3196,8673519670.0,8534862.0,8.5,0.0,157.8
3197,8598084755.0,8559784.0,12.5,0.0,152.5
3198,8528231703.0,8485314.0,12.5,0.0,155.2
3199,8623761223.0,8583901.0,14.7,0.0,165.8
3200,8542299985.0,8594007.0,26.5,0.0,167.8
3201,8558396311.0,8513074.0,24.6,0.0,172.7
3202,8585151500.0,8484622.0,10.5,0.0,149.9
3203,8565636428.0,8507338.0,12.6,0.0,159.7
3204,8546419616.0,8516167.0,22.5,0.0,166.5
3205,9572052780.0,8534819.0,18.5,0.0,163.1
3206,9639676696.0,8497023.0,16.1,0.0,160.1
3207,9365586494.0,8574365.0,14.5,0.0,159.4
3208,9473455298.0,8551835.0,10.6,0.0,160.5
3209,9546623666.0,8513272.0,8.4,0.0,158.7
3210,9358800937.0,8452181.0,10.5,2.0,154.2
3211,9403696665.0,8472307.0,12.4,0.0,160.8
3212,9473815338.0,8585682.0,10.5,0.0,154.6
3213,9535460387.0,8455568.0,8.5,0.0,155.2
3214,9546770128.0,8583150.0,14.4,0.0,157.8
3215,9336489444.0,8416653.0,16.4,0.0,162.1
3216,9584465546.0,8544555.0,8.5,0.0,157.9
3217,9436873677.0,8605642.0,12.4,0.0,160.1
3218,9444061754.0,8487016.0,6.4,0.0,150.8
3219,9439263995.0,8595368.0,12.4,0.0,155.0
3220,9401164293.0,9072327.0,10.3,0.0,157.0
3221,8684781379.0,8482022.0,28.4,0.0,175.5
3222,9404101918.0,8495589.0,8.7,0.0,152.0
3223,6802073559.0,8535940.0,43.8,0.0,193.2
3224,6782641314.0,8621540.0,43.2,0.0,193.9
3225,6840155987.0,8591075.0,64.2,0.0,210.9
3226,4246307057.0,8548451.0,50.6,0.0,189.7
3227,2827138731.0,8550499.0,68.7,0.0,211.5
3228,6305778691.0,8471234.0,49.0,0.0,193.3
3229,4188645495.0,8564353.0,45.8,0.0,188.8
3230,4404187011.0,8519969.0,44.6,0.0,190.8
3231,5536851186.0,8619713.0,39.6,0.0,184.8
3232,4368810270.0,8448641.0,39.3,0.0,189.5
3233,5261591173.0,8540513.0,44.1,0.0,184.9
3234,4614099074.0,8357760.0,66.6,0.0,210.8
3235,3858575381.0,8461984.0,49.3,0.0,193.2
3236,4813150327.0,8577088.0,45.1,0.0,191.2
3237,3916695747.0,8456992.0,45.3,0.0,191.6
3238,6884624451.0,8619648.0,71.2,0.0,216.5
3239,4380093962.0,8587583.0,67.8,0.0,212.7
3240,5436863054.0,8519003.0,43.2,0.0,186.8
3241,7194079618.0,5067514.0,12.5,0.0,154.4
3242,7143425132.0,5007153.0,16.5,0.0,160.0
3243,7042744632.0,5038858.0,16.3,0.0,162.2
3244,7076271153.0,5169061.0,10.4,0.0,155.6
3245,7172833174.0,5114014.0,8.5,0.0,164.2
3246,7073275760.0,5055895.0,28.5,0.0,175.5
3247,7112776357.0,5189300.0,12.6,0.0,154.5
3248,7034872868.0,5079660.0,30.5,0.0,170.5
3249,7120740790.0,5020871.0,12.5,0.0,155.1
3250,7086759414.0,5086884.0,10.4,0.0,155.1
3251,6948135729.0,5056991.0,12.5,0.0,156.9
3252,7097748431.0,5001882.0,12.5,0.0,154.7
3253,7089571206.0,5052312.0,10.4,0.0,164.6
3254,7037215550.0,5104245.0,10.5,0.0,157.4
3255,7082588338.0,5147346.0,12.5,0.0,160.2
3256,7076814918.0,5138543.0,8.5,0.0,162.3
3257,7128636298.0,5014956.0,32.7,0.0,176.8
3258,7034394662.0,5065226.0,10.5,0.0,156.4
3259,5726170169.0,5106696.0,10.5,0.0,158.4
3260,6019542427.0,5100262.0,8.5,0.0,150.5
3261,6209818069.0,5181381.0,10.6,0.0,159.0
3262,3405494179.0,5155395.0,8.7,0.0,156.8
3263,4864494767.0,5041889.0,12.5,0.0,161.2
3264,4467572564.0,5003456.0,8.4,0.0,152.8
3265,7324857968.0,5105503.0,12.5,0.0,163.4
3266,5171085793.0,5041021.0,10.6,0.0,155.8
3267,6126246032.0,5194973.0,4.7,0.0,156.8
3268,5962959366.0,5096123.0,16.4,0.0,161.0
3269,5906991197.0,5021049.0,10.3,0.0,155.5
3270,5076667843.0,5103417.0,10.7,20.0,171.9
3271,4699518988.0,4973592.0,10.4,0.0,155.7
3272,6016468104.0,5901563.0,18.4,0.0,162.4
3273,4989095084.0,5166295.0,12.7,0.0,157.6
3274,6509281931.0,5349303.0,8.5,0.0,152.0
3275,4273666959.0,5052661.0,12.1,0.0,157.5
3276,4680340930.0,5077429.0,10.2,0.0,159.6
3277,4894941992.0,5148533.0,59.1,0.0,201.8
3278,4777745424.0,5687094.0,34.2,0.0,183.3
3279,4852939091.0,6698394.0,39.4,0.0,180.5
3280,4835979978.0,5507349.0,33.8,0.0,177.6
3281,4883593618.0,5157139.0,35.6,0.0,180.6
3282,4804803073.0,5081971.0,28.5,0.0,179.4
3283,4923361582.0,5062642.0,30.3,0.0,170.9
3284,4823204233.0,5102802.0,31.3,0.0,176.9
3285,5082706259.0,6692631.0,31.7,0.0,184.1
3286,4938972617.0,5095569.0,54.0,0.0,195.5
3287,4802353882.0,5133680.0,34.0,0.0,181.0
3288,4798275034.0,5039697.0,41.9,0.0,184.3
3289,4864885451.0,5235056.0,37.4,0.1,184.1
3290,4752789105.0,5130032.0,32.1,0.0,180.6
3291,4854615306.0,5114384.0,33.9,0.0,179.0
3292,4729598702.0,6603989.0,35.8,0.0,179.2
3293,4834367650.0,5106800.0,29.9,0.0,177.2
3294,4796701744.0,5069935.0,29.7,0.1,188.6
3295,8468407026.0,5459184.0,12.5,0.0,157.2
3296,8281347100.0,5413612.0,32.5,0.0,173.4
3297,8480928707.0,5527444.0,8.4,0.0,154.4
3298,8369386425.0,5632061.0,32.6,0.0,173.4
3299,8376456995.0,5359213.0,14.3,0.0,159.7
3300,8555777449.0,5456467.0,8.7,0.0,158.5
3301,8319957407.0,5469083.0,12.4,0.0,154.5
3302,8340792342.0,5463555.0,10.4,0.0,162.5
3303,8428825841.0,5475721.0,8.7,0.0,161.5
3304,8322482586.0,5471472.0,10.4,0.0,155.9
3305,8552381988.0,5467895.0,8.5,0.0,149.7
3306,8469763569.0,5394780.0,8.5,0.0,160.3
3307,8248462574.0,5367330.0,10.0,0.5,155.8
3308,8277369513.0,5439302.0,10.4,0.0,165.4
3309,8418083079.0,6313121.0,28.5,0.0,169.9
3310,8386007601.0,5531500.0,12.5,0.0,160.7
3311,8486609140.0,5463665.0,12.4,2.0,157.9
3312,8576850931.0,5504372.0,12.5,0.0,155.1
3313,9288904492.0,5421784.0,10.6,0.0,164.8
3314,6221965964.0,5514714.0,12.4,0.0,157.1
3315,7627961159.0,5365662.0,34.6,0.0,174.8
3316,7097462922.0,5521919.0,10.2,0.0,153.9
3317,6624480433.0,5487713.0,32.5,0.0,173.7
3318,9497781107.0,5340388.0,8.5,0.0,157.9
3319,7317554119.0,5382821.0,12.0,0.6,157.3
3320,5926900446.0,5528198.0,10.5,0.0,152.7
3321,8522476371.0,5546216.0,10.5,0.0,164.9
3322,7136888801.0,5575177.0,16.7,0.0,161.7
3323,7927974594.0,5425515.0,10.4,0.0,163.1
3324,9532034705.0,5476172.0,10.5,0.0,162.1
3325,7791124879.0,5441261.0,10.5,0.0,158.2
3326,8202292863.0,5451791.0,8.5,0.0,151.8
3327,8316893159.0,5461423.0,38.6,0.0,180.5
3328,9403443190.0,5547600.0,10.6,0.0,152.5
3329,7557589290.0,6188335.0,10.5,0.0,156.4
3330,7013777567.0,5567186.0,10.6,0.0,157.7
3331,6079327860.0,5384658.0,53.0,0.0,196.1
3332,6203117238.0,5480435.0,32.2,0.0,183.4
3333,6283704165.0,5513748.0,33.9,0.0,177.3
3334,6000042402.0,6164434.0,35.3,0.0,180.5
3335,6031703425.0,5808244.0,29.0,0.0,175.2
3336,6021137881.0,5560853.0,30.2,0.0,187.1
3337,6387368646.0,7021298.0,39.7,0.0,188.1
3338,6055044727.0,5316790.0,33.5,0.0,178.6
3339,5986258041.0,5324182.0,51.9,0.0,191.4
3340,5919126484.0,5771638.0,32.7,0.0,175.2
3341,6127220884.0,5431510.0,31.7,0.0,174.7
3342,6221750770.0,17707330.0,56.1,0.0,197.6
3343,6313103720.0,5474167.0,32.0,0.0,183.6
3344,6076741685.0,5521047.0,31.5,0.0,183.7
3345,6495195599.0,5468023.0,50.1,0.1,197.0
3346,6118724220.0,5367092.0,49.6,0.0,196.3
3347,6023190680.0,5565522.0,33.1,0.1,176.4
3348,7772238934.0,7726999.0,28.6,0.0,181.3
3349,9522935017.0,9596730.0,10.5,0.0,158.6
3350,9549716486.0,9516407.0,10.5,0.0,157.0
3351,9468633749.0,9461269.0,12.5,0.0,154.2
3352,9489184492.0,9397267.0,32.6,0.0,174.2
3353,9675058577.0,9457361.0,14.6,0.0,160.9
3354,9478186084.0,9479471.0,10.5,0.0,159.1
3355,9588398297.0,9618829.0,10.5,2.0,157.8
3356,9599935952.0,9573741.0,10.1,0.7,160.3
3357,9680964025.0,9674155.0,16.5,4.0,160.9
3358,9513651436.0,9461930.0,36.7,0.0,177.1
3359,9549624328.0,9448808.0,10.4,0.0,168.1
3360,9713920867.0,9532647.0,12.4,2.0,162.2
3361,9592098326.0,9473447.0,10.4,0.0,156.4
3362,9547545957.0,9707782.0,8.3,0.0,155.1
3363,9592616274.0,9613573.0,6.5,0.0,155.9
3364,9527615027.0,9597251.0,12.4,0.0,154.1
3365,9634516984.0,9641923.0,18.4,16.0,176.2
3366,9632597354.0,9597635.0,10.5,0.0,152.7
3367,1e+10,9589986.0,12.5,0.0,160.0
3368,1e+10,9633250.0,24.5,0.0,167.6
3369,1e+10,9561697.0,14.5,0.0,157.9
3370,1e+10,9504960.0,12.4,0.0,157.7
3371,1e+10,9599520.0,12.5,0.0,161.5
3372,9721324778.0,9493567.0,10.0,0.5,150.1
3373,1e+10,9693503.0,12.4,0.0,163.0
3374,1e+10,9587103.0,10.5,2.0,156.5
3375,1e+10,9595678.0,10.4,0.0,155.2
3376,1e+10,9836287.0,16.5,0.0,159.8
3377,9556888342.0,9481502.0,10.5,0.0,160.8
3378,1e+10,9477406.0,16.5,18.0,174.8
3379,1e+10,9658078.0,12.7,0.0,161.2
3380,1e+10,9468606.0,12.6,0.0,161.4
3381,1e+10,9518941.0,12.7,2.0,158.0
3382,9761067135.0,9520125.0,10.5,0.0,163.7
3383,1e+10,9559965.0,18.6,0.0,160.1
3384,1e+10,9518813.0,12.4,0.0,161.7
3385,6613079212.0,9665756.0,37.2,0.0,182.8
3386,6855908085.0,9545533.0,42.0,0.0,184.2
3387,4450628480.0,9634492.0,39.0,0.0,182.8
3388,5838154208.0,9730588.0,37.3,0.0,188.6
3389,7717672436.0,9578908.0,34.0,0.0,181.8
3390,7985150643.0,9594748.0,55.9,0.0,195.1
3391,5508356194.0,9718620.0,38.6,0.0,183.4
3392,4894925332.0,9594204.0,38.8,0.0,188.4
3393,6229225091.0,10059215.0,32.1,0.0,182.3
3394,4773829218.0,9583551.0,35.3,0.0,183.8
