,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,idx,no_of_layers,l1,l2,l3,activation,solver,learning_rate,alpha,warm_start,precision,recall,f1,training time (ms),inference time (ms)
71,71,1,50,0,0,relu,sgd,invscaling,0.0001,True,0.16933720355898643,0.16125,0.11865403864884698,1319.36474609375,0.962646484375
72,72,1,50,0,0,relu,sgd,invscaling,0.0001,False,0.14507021408901866,0.10625,0.09909440981209078,1371.646728515625,0.99853515625
73,73,1,50,0,0,relu,adam,constant,0.01,True,0.9658646823585848,0.965,0.9648579746306364,1356.56689453125,0.9853515625
74,74,1,50,0,0,relu,adam,constant,0.01,False,0.9673102924322435,0.96625,0.9661714602410777,1510.929931640625,1.78076171875
75,75,1,50,0,0,relu,adam,adaptive,0.01,True,0.9625384150292059,0.96125,0.961187930025648,1692.470703125,1.594970703125
76,76,1,50,0,0,relu,adam,adaptive,0.01,False,0.9669212901353466,0.96625,0.966096254108372,1626.09619140625,1.309326171875
77,77,1,50,0,0,relu,adam,invscaling,0.01,True,0.9647591842553703,0.96375,0.9635527997491279,1512.47705078125,1.6025390625
78,78,1,50,0,0,relu,adam,invscaling,0.01,False,0.9655466281599187,0.96375,0.9636352540541985,1461.428466796875,1.018310546875
79,79,1,50,0,0,relu,adam,constant,0.001,True,0.9599559148105741,0.95875,0.958734578567413,1399.005126953125,1.095947265625
80,80,1,50,0,0,relu,adam,constant,0.001,False,0.9651522495305894,0.96375,0.9636902389025785,1390.081298828125,1.06005859375
81,81,1,50,0,0,relu,adam,adaptive,0.001,True,0.9647878788379429,0.96375,0.9637034196969545,1366.0927734375,0.9833984375
82,82,1,50,0,0,relu,adam,adaptive,0.001,False,0.9647693320944285,0.96375,0.9636233011583658,1342.48681640625,1.075439453125
83,83,1,50,0,0,relu,adam,invscaling,0.001,True,0.9622329709009485,0.96125,0.9611676463642905,1341.261962890625,0.9697265625
84,84,1,50,0,0,relu,adam,invscaling,0.001,False,0.9624242308468881,0.96125,0.9610470763778487,1350.73486328125,0.96044921875
85,85,1,50,0,0,relu,adam,constant,0.0001,True,0.9640482710265824,0.9625,0.9624661286469984,1329.651611328125,0.96875
86,86,1,50,0,0,relu,adam,constant,0.0001,False,0.9632012898813282,0.9625,0.9622773416328999,1343.983154296875,0.967529296875
87,87,1,50,0,0,relu,adam,adaptive,0.0001,True,0.960823265448493,0.96,0.9598911205733929,1327.994873046875,0.961181640625
88,88,1,50,0,0,relu,adam,adaptive,0.0001,False,0.964433920465692,0.96375,0.9634292846410446,1349.444580078125,0.9541015625
89,89,1,50,0,0,relu,adam,invscaling,0.0001,True,0.967087321508053,0.96625,0.9661089513457481,1332.788330078125,0.960205078125
90,90,1,50,0,0,relu,adam,invscaling,0.0001,False,0.9714205711390906,0.97,0.9700142751828534,1335.55029296875,0.961181640625
91,91,1,50,0,0,relu,lbfgs,constant,0.01,True,0.9681864832135751,0.9675,0.9675470133142596,1404.574951171875,1.088134765625
92,92,1,50,0,0,relu,lbfgs,constant,0.01,False,0.96887444902853,0.9675,0.9674083584968318,1306.16064453125,2.281494140625
93,93,1,50,0,0,relu,lbfgs,adaptive,0.01,True,0.9644242953453853,0.96375,0.9636281320941157,1233.7763671875,1.155029296875
94,94,1,50,0,0,relu,lbfgs,adaptive,0.01,False,0.9668831338038655,0.96625,0.9661338116715764,1121.03955078125,1.120361328125
95,95,1,50,0,0,relu,lbfgs,invscaling,0.01,True,0.9626601632777932,0.96125,0.9611177679276135,1263.22802734375,2.24658203125
96,96,1,50,0,0,relu,lbfgs,invscaling,0.01,False,0.9648144625746724,0.96375,0.9636958232714945,1372.4140625,2.4296875
97,97,1,50,0,0,relu,lbfgs,constant,0.001,True,0.9569823636246002,0.95625,0.9561774729098379,1334.4833984375,2.273681640625
98,98,1,50,0,0,relu,lbfgs,constant,0.001,False,0.969173670118792,0.96875,0.9684235296415454,1292.265380859375,2.244384765625
99,99,1,50,0,0,relu,lbfgs,adaptive,0.001,True,0.9662867447456364,0.965,0.9650813542974034,1379.13818359375,2.224365234375
100,100,1,50,0,0,relu,lbfgs,adaptive,0.001,False,0.9607124628835527,0.96,0.9595346905339676,1484.4892578125,2.292724609375
101,101,1,50,0,0,relu,lbfgs,invscaling,0.001,True,0.9599391843088667,0.95875,0.9584089927239213,954.839599609375,2.17919921875
102,102,1,50,0,0,relu,lbfgs,invscaling,0.001,False,0.9559031458960557,0.955,0.9547019230058024,1083.03662109375,1.1474609375
103,103,1,50,0,0,relu,lbfgs,constant,0.0001,True,0.9586492955700272,0.9575,0.9573245701299798,1295.277587890625,2.36767578125
104,104,1,50,0,0,relu,lbfgs,constant,0.0001,False,0.9555242859726845,0.955,0.9547364563795475,1269.8291015625,2.224609375
105,105,1,50,0,0,relu,lbfgs,adaptive,0.0001,True,0.9571684100692714,0.95625,0.9559938492288856,1347.483154296875,2.321044921875
106,106,1,50,0,0,relu,lbfgs,adaptive,0.0001,False,0.9549731250421236,0.95375,0.9537995083858813,1123.510009765625,2.274658203125
107,107,1,50,0,0,relu,lbfgs,invscaling,0.0001,True,0.9581505543709993,0.9575,0.9573025828694861,1207.354736328125,2.1474609375
108,108,1,50,0,0,relu,lbfgs,invscaling,0.0001,False,0.9556783046681023,0.955,0.9546980185569888,1355.631103515625,2.4873046875
109,109,1,50,0,0,tanh,sgd,constant,0.01,True,0.9022053956923449,0.89875,0.8968202303517557,1137.785888671875,0.986572265625
110,110,1,50,0,0,tanh,sgd,constant,0.01,False,0.9094920811389159,0.90625,0.9047082136054343,1094.8466796875,0.977294921875
111,111,1,50,0,0,tanh,sgd,adaptive,0.01,True,0.9043915242775895,0.8975,0.8967188173272601,1092.377197265625,0.969482421875
112,112,1,50,0,0,tanh,sgd,adaptive,0.01,False,0.8930401964603673,0.88875,0.8875312002530219,1096.622802734375,0.998046875
113,113,1,50,0,0,tanh,sgd,invscaling,0.01,True,0.12340182860774455,0.15125,0.11954390466815702,1100.681396484375,0.995849609375
114,114,1,50,0,0,tanh,sgd,invscaling,0.01,False,0.12719294344615767,0.13625,0.11693375040984252,1097.059326171875,0.978759765625
115,115,1,50,0,0,tanh,sgd,constant,0.001,True,0.8890689560737427,0.88375,0.8829340900955895,1094.314697265625,0.955322265625
116,116,1,50,0,0,tanh,sgd,constant,0.001,False,0.89657333524822,0.8925,0.890895065019065,1110.27197265625,1.004638671875
117,117,1,50,0,0,tanh,sgd,adaptive,0.001,True,0.8840561916981156,0.88,0.87857689542019,1102.22119140625,1.0029296875
118,118,1,50,0,0,tanh,sgd,adaptive,0.001,False,0.9133657356268883,0.90625,0.9055100919205771,1091.223388671875,0.990966796875
119,119,1,50,0,0,tanh,sgd,invscaling,0.001,True,0.08464011149270188,0.05375,0.060371729501291556,1094.8955078125,0.98876953125
120,120,1,50,0,0,tanh,sgd,invscaling,0.001,False,0.09927205136101552,0.16,0.11646721859263558,1090.238037109375,0.96484375
121,121,1,50,0,0,tanh,sgd,constant,0.0001,True,0.8985189136102127,0.8925,0.8898037257701954,1090.044677734375,0.96337890625
122,122,1,50,0,0,tanh,sgd,constant,0.0001,False,0.9057264395066256,0.9025,0.9012836757590074,1099.5859375,0.97509765625
123,123,1,50,0,0,tanh,sgd,adaptive,0.0001,True,0.8957391118845135,0.88875,0.8875707176544071,1091.573486328125,0.966552734375
124,124,1,50,0,0,tanh,sgd,adaptive,0.0001,False,0.9061627617936684,0.90125,0.8996601761315796,1091.0830078125,0.972412109375
125,125,1,50,0,0,tanh,sgd,invscaling,0.0001,True,0.16751582937393375,0.1775,0.151018512790585,1104.435546875,0.96435546875
126,126,1,50,0,0,tanh,sgd,invscaling,0.0001,False,0.18064047873884803,0.14625,0.129324822084815,1090.66552734375,0.959716796875
127,127,1,50,0,0,tanh,adam,constant,0.01,True,0.9609812881998078,0.95875,0.9586418232888864,1322.58447265625,1.010986328125
128,128,1,50,0,0,tanh,adam,constant,0.01,False,0.965032645188712,0.96375,0.9636391580283038,1244.967041015625,0.99072265625
129,129,1,50,0,0,tanh,adam,adaptive,0.01,True,0.9623438323695062,0.96125,0.961086390996857,1302.253173828125,0.984619140625
130,130,1,50,0,0,tanh,adam,adaptive,0.01,False,0.9653352352573178,0.96375,0.9637006575397854,1267.6162109375,1.004150390625
131,131,1,50,0,0,tanh,adam,invscaling,0.01,True,0.9611942779334341,0.96,0.9599077954648259,1249.498046875,1.00439453125
132,132,1,50,0,0,tanh,adam,invscaling,0.01,False,0.9670858948073325,0.96625,0.9661410646848236,1246.194091796875,0.9951171875
133,133,1,50,0,0,tanh,adam,constant,0.001,True,0.9637945797355968,0.9625,0.9623077858779263,1243.216552734375,0.9599609375
134,134,1,50,0,0,tanh,adam,constant,0.001,False,0.9668076214940485,0.96625,0.966136312783282,1242.870361328125,0.97509765625
135,135,1,50,0,0,tanh,adam,adaptive,0.001,True,0.9665519111546448,0.965,0.9648818889768502,1270.456298828125,0.994140625
136,136,1,50,0,0,tanh,adam,adaptive,0.001,False,0.9598424201000924,0.95875,0.958630795827409,1244.508056640625,0.962890625
137,137,1,50,0,0,tanh,adam,invscaling,0.001,True,0.9613163242126656,0.96,0.9599252631714223,1240.4052734375,0.9833984375
138,138,1,50,0,0,tanh,adam,invscaling,0.001,False,0.9626538648489869,0.96125,0.9611382132176503,1251.8740234375,0.967529296875
139,139,1,50,0,0,tanh,adam,constant,0.0001,True,0.9650664447849643,0.96375,0.963643025511226,1252.664306640625,0.9794921875
140,140,1,50,0,0,tanh,adam,constant,0.0001,False,0.9636072649792162,0.9625,0.9624152938546224,1243.018310546875,0.985595703125
141,141,1,50,0,0,tanh,adam,adaptive,0.0001,True,0.9656333400774693,0.965,0.9649027903768898,1243.923828125,0.966064453125
142,142,1,50,0,0,tanh,adam,adaptive,0.0001,False,0.9679771342583311,0.96625,0.9661844779426993,1253.45556640625,0.970458984375
143,143,1,50,0,0,tanh,adam,invscaling,0.0001,True,0.9639037630822344,0.9625,0.9624935152862484,1249.56494140625,0.979248046875
144,144,1,50,0,0,tanh,adam,invscaling,0.0001,False,0.9636392334139146,0.9625,0.9624023560804305,1244.04736328125,1.0029296875
145,145,1,50,0,0,tanh,lbfgs,constant,0.01,True,0.962035326066881,0.96125,0.9610900176436753,1381.44482421875,2.208984375
146,146,1,50,0,0,tanh,lbfgs,constant,0.01,False,0.9660955152964513,0.965,0.964884747658415,1074.46435546875,2.233154296875
147,147,1,50,0,0,tanh,lbfgs,adaptive,0.01,True,0.9677418160920789,0.96625,0.9664844083539752,500.821533203125,2.200439453125
148,148,1,50,0,0,tanh,lbfgs,adaptive,0.01,False,0.9599366748459204,0.95875,0.9587583867878605,1258.041748046875,2.294921875
149,149,1,50,0,0,tanh,lbfgs,invscaling,0.01,True,0.9671700892361699,0.96625,0.9661708493031191,1134.00439453125,2.2216796875
150,150,1,50,0,0,tanh,lbfgs,invscaling,0.01,False,0.9683906272947083,0.9675,0.9674445261396728,1222.0029296875,2.403076171875
151,151,1,50,0,0,tanh,lbfgs,constant,0.001,True,0.9645353464464504,0.96375,0.963760017816182,615.03759765625,2.176513671875
152,152,1,50,0,0,tanh,lbfgs,constant,0.001,False,0.9703946310428981,0.97,0.9699578015092062,514.421142578125,2.224853515625
153,153,1,50,0,0,tanh,lbfgs,adaptive,0.001,True,0.9682327036861398,0.9675,0.9674761271507798,419.255859375,2.286376953125
154,154,1,50,0,0,tanh,lbfgs,adaptive,0.001,False,0.9681319251322161,0.9675,0.9674524601020535,479.259765625,2.140869140625
155,155,1,50,0,0,tanh,lbfgs,invscaling,0.001,True,0.9619055942893897,0.96125,0.9609784113604583,553.29296875,2.18798828125
156,156,1,50,0,0,tanh,lbfgs,invscaling,0.001,False,0.96333414090661,0.9625,0.9625935390209034,546.527587890625,2.116943359375
157,157,1,50,0,0,tanh,lbfgs,constant,0.0001,True,0.9559210338642871,0.955,0.9547897645160174,884.011474609375,2.6650390625
158,158,1,50,0,0,tanh,lbfgs,constant,0.0001,False,0.964466888481651,0.96375,0.9638089885141444,749.55712890625,2.176025390625
159,159,1,50,0,0,tanh,lbfgs,adaptive,0.0001,True,0.9625202414837397,0.9625,0.9620654381323672,628.646728515625,2.20849609375
160,160,1,50,0,0,tanh,lbfgs,adaptive,0.0001,False,0.9622483673387111,0.96125,0.9612227164477105,723.390869140625,2.180908203125
161,161,1,50,0,0,tanh,lbfgs,invscaling,0.0001,True,0.9620470058715275,0.96125,0.9612740283349953,698.7685546875,2.166748046875
162,162,1,50,0,0,tanh,lbfgs,invscaling,0.0001,False,0.9571886752991405,0.95625,0.9562997335985568,640.220947265625,2.18505859375
163,163,1,100,0,0,identity,sgd,constant,0.01,True,0.9313500711058492,0.92625,0.9250304708628146,1334.59423828125,0.98193359375
164,164,1,100,0,0,identity,sgd,constant,0.01,False,0.9237248448269676,0.92,0.9189424180088821,1294.84716796875,0.940185546875
165,165,1,100,0,0,identity,sgd,adaptive,0.01,True,0.9219976030932585,0.91875,0.9178020532617036,1295.819091796875,0.97021484375
166,166,1,100,0,0,identity,sgd,adaptive,0.01,False,0.9233907411594479,0.91875,0.9177291078717174,1304.60595703125,0.988525390625
167,167,1,100,0,0,identity,sgd,invscaling,0.01,True,0.23810103695296359,0.2775,0.23750258173431635,1296.20751953125,0.942138671875
168,168,1,100,0,0,identity,sgd,invscaling,0.01,False,0.2054020588634967,0.25,0.20163439695760643,1295.267333984375,0.94775390625
169,169,1,100,0,0,identity,sgd,constant,0.001,True,0.9266561508531792,0.92375,0.9228434696366503,1307.926025390625,0.945556640625
170,170,1,100,0,0,identity,sgd,constant,0.001,False,0.9170394015402351,0.91375,0.9122561201543475,1302.85888671875,0.988525390625
171,171,1,100,0,0,identity,sgd,adaptive,0.001,True,0.9152699216861389,0.9125,0.9106484862317782,1311.12060546875,0.9775390625
172,172,1,100,0,0,identity,sgd,adaptive,0.001,False,0.9253110005176761,0.92125,0.9194609084446949,1295.193603515625,0.965576171875
173,173,1,100,0,0,identity,sgd,invscaling,0.001,True,0.12669967573372864,0.1475,0.130191408420289,1305.276611328125,0.93798828125
174,174,1,100,0,0,identity,sgd,invscaling,0.001,False,0.253424914405423,0.2625,0.24320710574696316,1301.3974609375,0.9580078125
175,175,1,100,0,0,identity,sgd,constant,0.0001,True,0.9286984329273799,0.925,0.923886446522185,1295.05517578125,0.9599609375
176,176,1,100,0,0,identity,sgd,constant,0.0001,False,0.9172166237619279,0.915,0.9141240039607708,1295.031005859375,0.94482421875
177,177,1,100,0,0,identity,sgd,adaptive,0.0001,True,0.9223493470420553,0.9175,0.9159387577503847,1305.95751953125,0.938232421875
178,178,1,100,0,0,identity,sgd,adaptive,0.0001,False,0.9196450368266018,0.9175,0.9165223240852876,1313.9873046875,0.97705078125
179,179,1,100,0,0,identity,sgd,invscaling,0.0001,True,0.243284724592983,0.2775,0.23258455953171084,1296.04638671875,0.979248046875
180,180,1,100,0,0,identity,sgd,invscaling,0.0001,False,0.22476441235640132,0.26125,0.22707009384936377,1296.979248046875,0.939453125
181,181,1,100,0,0,identity,adam,constant,0.01,True,0.9585792724608888,0.9575,0.957330316818119,1528.376953125,0.973876953125
182,182,1,100,0,0,identity,adam,constant,0.01,False,0.960511085180056,0.95875,0.9586223228848761,1534.266845703125,1.0078125
183,183,1,100,0,0,identity,adam,adaptive,0.01,True,0.9553530053175575,0.95375,0.9535845583805796,1527.947265625,0.98779296875
184,184,1,100,0,0,identity,adam,adaptive,0.01,False,0.9580947631860107,0.95625,0.9559809500139046,1539.89013671875,0.978759765625
185,185,1,100,0,0,identity,adam,invscaling,0.01,True,0.9589485326643584,0.9575,0.9572569746734633,1534.650634765625,0.997314453125
186,186,1,100,0,0,identity,adam,invscaling,0.01,False,0.9588697494073347,0.9575,0.9572694210123646,1527.4296875,0.986328125
187,187,1,100,0,0,identity,adam,constant,0.001,True,0.956047000117324,0.95375,0.9534704490729042,1546.509521484375,0.98974609375
188,188,1,100,0,0,identity,adam,constant,0.001,False,0.9555903330619755,0.95375,0.9535401978553033,1526.170166015625,0.95654296875
189,189,1,100,0,0,identity,adam,adaptive,0.001,True,0.9541629946859551,0.9525,0.9521400010016804,1533.12841796875,0.9990234375
190,190,1,100,0,0,identity,adam,adaptive,0.001,False,0.9565355789448243,0.955,0.9548742715144901,1525.06005859375,0.983154296875
191,191,1,100,0,0,identity,adam,invscaling,0.001,True,0.9573711152000998,0.95625,0.955974646865587,1535.0732421875,0.955322265625
192,192,1,100,0,0,identity,adam,invscaling,0.001,False,0.9593716672006518,0.9575,0.9573818616329447,1531.558837890625,1.0068359375
193,193,1,100,0,0,identity,adam,constant,0.0001,True,0.9542867119261678,0.9525,0.9523597867920681,1524.45654296875,0.9697265625
194,194,1,100,0,0,identity,adam,constant,0.0001,False,0.9517198924439915,0.95,0.9495974243416612,1528.218994140625,0.978759765625
195,195,1,100,0,0,identity,adam,adaptive,0.0001,True,0.9563187774030244,0.955,0.9547101544051242,1526.658203125,0.990234375
196,196,1,100,0,0,identity,adam,adaptive,0.0001,False,0.9516819486002579,0.95,0.9495629690487264,1532.612548828125,1.001953125
197,197,1,100,0,0,identity,adam,invscaling,0.0001,True,0.9565284621884174,0.955,0.9547550773835503,1524.35205078125,0.983642578125
198,198,1,100,0,0,identity,adam,invscaling,0.0001,False,0.9541691900593476,0.9525,0.9523284864314234,1525.12744140625,0.9814453125
199,199,1,100,0,0,identity,lbfgs,constant,0.01,True,0.9562485929724412,0.955,0.9548918586534948,1595.43359375,2.915771484375
200,200,1,100,0,0,identity,lbfgs,constant,0.01,False,0.9572723223116167,0.95625,0.9561186560010988,1628.294189453125,2.974853515625
201,201,1,100,0,0,identity,lbfgs,adaptive,0.01,True,0.957258686269829,0.95625,0.9562342293877087,1465.21142578125,2.995849609375
202,202,1,100,0,0,identity,lbfgs,adaptive,0.01,False,0.9514239224041597,0.95,0.9498187457022921,1472.153076171875,2.91650390625
203,203,1,100,0,0,identity,lbfgs,invscaling,0.01,True,0.9523277004861177,0.95125,0.9508225199334336,1516.067626953125,2.91064453125
