idx,no_of_layers,l1,l2,l3,activation,solver,learning_rate,alpha,warm_start,precision,recall,f1,training time (ms),inference time (ms),train(cpu_line)(nano sec),test(cpu_line)(nano sec),train(mem)(MiB),test(mem)(MiB),total_addr_space(mem)(MiB)
22,1,50,0,0,identity,adam,adaptive,0.01,False,0.9574392215,0.95625,0.9560397483,1182.392334,0.9123535156,805588747,682145,0.8,0.2,228.7
23,1,50,0,0,identity,adam,invscaling,0.01,True,0.957270633,0.955,0.9547795001,1171.020996,0.9118652344,800362344,673134,0.8,0.0,228.1
24,1,50,0,0,identity,adam,invscaling,0.01,False,0.962615316,0.96125,0.9609986992,1171.476074,0.9069824219,975409233,693147,0.8,0.2,227.7
25,1,50,0,0,identity,adam,constant,0.001,True,0.9597054851,0.9575,0.9574112488,1180.168457,0.9165039063,809191156,672602,0.6,0.2,228.3
26,1,50,0,0,identity,adam,constant,0.001,False,0.9631951748,0.96125,0.9611199768,1170.854248,0.9133300781,795703895,676816,0.6,0.2,228.1
27,1,50,0,0,identity,adam,adaptive,0.001,True,0.9569106274,0.955,0.9547954806,1172.948486,0.8962402344,2659851905,805676,0.8,0.6,227.2
28,1,50,0,0,identity,adam,adaptive,0.001,False,0.9542749857,0.9525,0.9519885663,1182.47998,0.9167480469,952972506,681668,0.6,0.0,227.5
29,1,50,0,0,identity,adam,invscaling,0.001,True,0.9625708274,0.96125,0.9610068929,1177.852539,0.8894042969,847727540,690236,0.6,0.0,228.2
30,1,50,0,0,identity,adam,invscaling,0.001,False,0.9560631615,0.95375,0.9534810292,1171.574951,0.8876953125,803745857,665410,0.8,0.0,228.6
31,1,50,0,0,identity,adam,constant,0.0001,True,0.9589764554,0.9575,0.9572087618,1171.112305,0.919921875,802169969,661949,0.8,0.0,227.8
32,1,50,0,0,identity,adam,constant,0.0001,False,0.9627821799,0.96125,0.9610377771,1171.297852,0.916015625,807597161,669080,0.8,0.0,228.3
33,1,50,0,0,identity,adam,adaptive,0.0001,True,0.9640908066,0.9625,0.9624934619,1174.698242,0.9165039063,797108414,661292,0.9,0.0,228.1
34,1,50,0,0,identity,adam,adaptive,0.0001,False,0.9595449375,0.9575,0.9573282564,1172.542969,0.9177246094,831722417,691560,0.6,0.2,228.2
35,1,50,0,0,identity,adam,invscaling,0.0001,True,0.9565886303,0.955,0.9546551237,1174.848145,0.9140625,809724884,677030,0.6,0.0,227.7
36,1,50,0,0,identity,adam,invscaling,0.0001,False,0.9617402861,0.96,0.9598777931,1170.985596,0.9057617188,810998830,683235,1.3,0.0,227.6
37,1,50,0,0,identity,lbfgs,constant,0.01,True,0.9582351433,0.9575,0.9573752876,1061.969727,2.280029297,402683790,705584,4.5,0.0,232.1
38,1,50,0,0,identity,lbfgs,constant,0.01,False,0.9593875581,0.95875,0.9585432628,1151.526367,2.373535156,404895756,685263,4.3,0.0,231.6
39,1,50,0,0,identity,lbfgs,adaptive,0.01,True,0.9501823517,0.94875,0.9485312637,832.9118652,2.253417969,414442828,712614,5.2,0.0,233.0
40,1,50,0,0,identity,lbfgs,adaptive,0.01,False,0.9648286001,0.96375,0.9636289552,1104.164307,2.228515625,390587765,701670,4.5,0.0,231.6
41,1,50,0,0,identity,lbfgs,invscaling,0.01,True,0.9599248026,0.95875,0.9584914802,1108.616455,2.273193359,392813387,699822,3.9,0.2,232.4
42,1,50,0,0,identity,lbfgs,invscaling,0.01,False,0.9533944516,0.9525,0.9522417295,1062.306641,2.067871094,393109986,701517,5.4,0.0,232.6
43,1,50,0,0,identity,lbfgs,constant,0.001,True,0.955691931,0.955,0.9549251541,1171.411865,2.322998047,387889394,718193,4.5,0.0,232.2
44,1,50,0,0,identity,lbfgs,constant,0.001,False,0.9525797171,0.95125,0.9509072784,1223.45752,2.25,410782054,708059,4.9,0.0,231.4
45,1,50,0,0,identity,lbfgs,adaptive,0.001,True,0.9522583703,0.95125,0.9508318758,1067.081055,2.28125,400176751,740469,4.7,0.0,232.4
