idx,no_of_layers,l1,l2,l3,activation,solver,learning_rate,alpha,warm_start,precision,recall,f1,training time (ms),inference time (ms),train(cpu_line)(nano sec),test(cpu_line)(nano sec),train(mem)(MiB),test(mem)(MiB),total_addr_space(mem)(MiB)
1575,3,50,100,100,tanh,sgd,adaptive,0.001,TRUE,0.9130247596,0.91,0.9092579184,84673.17969,110.5217285,9.00E+10,112855595,0.1,0.5,152.3
1732,3,100,50,50,tanh,sgd,adaptive,0.01,FALSE,0.911447494,0.9075,0.9072866154,79196.56152,96.68798828,8.00E+10,99182957,0.1,0.6,152.3
1638,3,100,50,50,identity,sgd,invscaling,0.0001,FALSE,0.3192644925,0.32125,0.2790785835,53319.84741,38.75512695,6.00E+10,40856836,0.1,0.7,152.3
1686,3,100,50,50,relu,sgd,invscaling,0.001,FALSE,0.1330285569,0.1575,0.1288994973,59451.73291,42.72143555,6.00E+10,44746545,0.1,0.7,152.3
1902,3,100,50,100,tanh,sgd,invscaling,0.001,FALSE,0.1217077318,0.13875,0.1078115749,88274.49365,110.4072266,9.00E+10,113051967,0.1,0.6,152.3
1523,3,50,100,100,relu,sgd,invscaling,0.001,TRUE,0.1243170664,0.10625,0.08138346396,61336.35889,27.10449219,6.00E+10,45972506,0.1,0.6,152.3
2015,3,100,100,50,relu,sgd,invscaling,0.0001,TRUE,0.06151333302,0.10125,0.06199554965,69374.47485,49.01293945,7.00E+10,51027180,0.1,0.7,152.3
1853,3,100,50,100,relu,sgd,invscaling,0.0001,TRUE,0.0651028589,0.095,0.06031171548,64350.61084,47.50390625,7.00E+10,49986282,0.1,0.6,152.3
1685,3,100,50,50,relu,sgd,invscaling,0.001,TRUE,0.04170074737,0.04375,0.03837334586,59269.19897,42.60693359,6.00E+10,44773914,0.1,0.7,152.3
1692,3,100,50,50,relu,sgd,invscaling,0.0001,FALSE,0.02009255223,0.06,0.0261108764,58030.62695,42.75415039,6.00E+10,44859208,0.1,0.7,152.3
1529,3,50,100,100,relu,sgd,invscaling,0.0001,TRUE,0.06558939198,0.04625,0.0216269752,60227.46582,43.54296875,6.00E+10,45742107,0.1,0.5,152.3
2074,3,100,100,50,tanh,adam,adaptive,0.01,FALSE,0.9697265978,0.96875,0.9687893729,102644.2627,117.3449707,1.00E+11,119999662,0.1,0.6,152.2
1703,3,100,50,50,relu,adam,invscaling,0.001,TRUE,0.9698194321,0.96875,0.968721962,64884.34375,26.14648438,6.00E+10,44373998,0.1,0.7,152.2
1707,3,100,50,50,relu,adam,adaptive,0.0001,TRUE,0.9679304683,0.9675,0.9673743651,66271.90186,42.85498047,5.00E+10,44608149,0.1,0.6,152.2
2236,3,100,100,100,tanh,adam,adaptive,0.01,FALSE,0.9671010098,0.96625,0.9661115728,115889.6956,137.4038086,1.00E+11,139619007,0.1,0.5,152.2
2034,3,100,100,50,relu,adam,invscaling,0.0001,FALSE,0.9664316602,0.965,0.9650200175,66805.15967,48.77905273,7.00E+10,50834774,0.1,0.7,152.2
1599,3,50,100,100,tanh,adam,adaptive,0.0001,TRUE,0.9655102252,0.965,0.9649203207,91777.38257,112.282959,9.00E+10,114598822,0.1,0.5,152.2
2185,3,100,100,100,relu,adam,constant,0.001,TRUE,0.9655134808,0.965,0.9647117937,79364.68042,54.1574707,8.00E+10,56230279,0.1,0.5,152.2
2192,3,100,100,100,relu,adam,constant,0.0001,FALSE,0.964513612,0.96375,0.9637444508,40895.59204,45.06616211,8.00E+10,56280902,0.1,0.6,152.2
2033,3,100,100,50,relu,adam,invscaling,0.0001,TRUE,0.9647182904,0.96375,0.9636745567,50782.2937,48.74047852,5.00E+10,50427599,0.1,0.7,152.2
1548,3,50,100,100,relu,adam,invscaling,0.0001,FALSE,0.9643950205,0.96375,0.9636510361,53228.15283,43.46484375,6.00E+10,45499020,0.1,0.6,152.2
1702,3,100,50,50,relu,adam,adaptive,0.001,FALSE,0.9647336519,0.96375,0.9636356495,66257.40649,42.6315918,5.00E+10,27824849,0.1,0.7,152.2
1596,3,50,100,100,tanh,adam,invscaling,0.001,FALSE,0.9646114722,0.96375,0.9635930886,91485.58057,112.8295898,9.00E+10,114679149,0.1,0.6,152.2
1602,3,50,100,100,tanh,adam,invscaling,0.0001,FALSE,0.9641901903,0.96375,0.9635903319,91587.29321,112.5969238,9.00E+10,114480127,0.1,0.5,152.2
1912,3,100,50,100,tanh,adam,adaptive,0.01,FALSE,0.9629523429,0.9625,0.9624710078,97615.00635,116.2873535,1.00E+11,119147389,0.1,0.6,152.2
1868,3,100,50,100,relu,adam,constant,0.0001,FALSE,0.9631663351,0.96125,0.9612446076,65234.03125,47.34741211,7.00E+10,49496732,0.1,0.6,152.2
1926,3,100,50,100,tanh,adam,invscaling,0.0001,FALSE,0.9611840563,0.96,0.9598997329,96354.0437,116.3518066,1.00E+11,119113157,0.1,0.6,152.2
2028,3,100,100,50,relu,adam,invscaling,0.001,FALSE,0.9599821575,0.95875,0.9589260795,42344.46191,49.07324219,6.00E+10,50693696,0.1,0.6,152.2
1590,3,50,100,100,tanh,adam,invscaling,0.01,FALSE,0.9594403597,0.9575,0.9573538346,91667.02417,113.2272949,9.00E+10,114580751,0.1,0.6,152.2
1802,3,100,50,100,identity,adam,constant,0.01,FALSE,0.958904465,0.9575,0.9573361173,48819.08838,42.63134766,5.00E+10,44330245,0.1,0.6,152.2
1980,3,100,100,50,identity,adam,invscaling,0.0001,FALSE,0.9577481412,0.95625,0.9561612294,52311.13037,43.83837891,5.00E+10,46027375,0.1,0.6,152.2
1801,3,100,50,100,identity,adam,constant,0.01,TRUE,0.9581860124,0.95625,0.9561178637,34660.01685,45.12329102,4.00E+10,44495070,0.1,0.6,152.2
1808,3,100,50,100,identity,adam,constant,0.001,FALSE,0.9577425233,0.95625,0.9559754993,57384.12354,42.52319336,3.00E+10,44384160,0.1,0.6,152.2
1972,3,100,100,50,identity,adam,adaptive,0.001,FALSE,0.9552453448,0.95375,0.953484546,69680.74561,43.5222168,5.00E+10,45632023,0.1,0.7,152.2
1977,3,100,100,50,identity,adam,adaptive,0.0001,TRUE,0.9497280339,0.9475,0.9476087578,66095.15259,46.92260742,5.00E+10,45342377,0.1,0.6,152.2
1655,3,100,50,50,identity,adam,invscaling,0.0001,TRUE,0.9507426176,0.9475,0.9475716025,56857.69092,38.49780273,5.00E+10,40348341,0.1,0.7,152.2
2128,3,100,100,100,identity,adam,adaptive,0.01,FALSE,0.9493915348,0.94625,0.9460383025,59536.66089,48.55151367,6.00E+10,50231017,0.1,0.6,152.2
1792,3,100,50,100,identity,sgd,adaptive,0.001,FALSE,0.9486952794,0.94625,0.9458920996,57023.98877,42.38354492,6.00E+10,44708867,0.1,0.5,152.2
2173,3,100,100,100,relu,sgd,constant,0.0001,TRUE,0.9443655091,0.94375,0.9434271462,76464.74023,54.90478516,8.00E+10,56418938,0.1,0.6,152.2
2121,3,100,100,100,identity,sgd,adaptive,0.0001,TRUE,0.9442493206,0.94125,0.9406695162,67616.08862,48.08764648,7.00E+10,50488443,0.1,0.5,152.2
1789,3,100,50,100,identity,sgd,constant,0.001,TRUE,0.9411503119,0.9375,0.9370350178,56855.81494,42.69238281,6.00E+10,44610951,0.1,0.5,152.2
1633,3,100,50,50,identity,sgd,constant,0.0001,TRUE,0.9412261087,0.9375,0.9369609506,53461.75952,38.72485352,6.00E+10,41107542,0.1,0.7,152.2
1796,3,100,50,100,identity,sgd,constant,0.0001,FALSE,0.9416093486,0.9375,0.9363842854,57097.28735,42.37744141,6.00E+10,44748988,0.1,0.5,152.2
2007,3,100,100,50,relu,sgd,adaptive,0.001,TRUE,0.937053284,0.935,0.9352149316,69112.93579,48.8215332,7.00E+10,50650526,0.1,0.6,152.2
1689,3,100,50,50,relu,sgd,adaptive,0.0001,TRUE,0.9360756103,0.93375,0.9331853045,59684.06812,42.74682617,6.00E+10,45102194,0.1,0.6,152.2
1677,3,100,50,50,relu,sgd,adaptive,0.01,TRUE,0.9328564321,0.93125,0.9311490773,59459.71753,42.93139648,6.00E+10,44998728,0.1,0.7,152.2
1892,3,100,50,100,tanh,sgd,constant,0.01,FALSE,0.9319356005,0.93,0.9300720838,88727.64624,114.3408203,9.00E+10,116897300,0.1,0.6,152.2
2217,3,100,100,100,tanh,sgd,adaptive,0.01,TRUE,0.9289568687,0.92625,0.9260403058,105599.0913,76.3125,1.00E+11,137573523,0.1,0.6,152.2
1844,3,100,50,100,relu,sgd,constant,0.001,FALSE,0.9268172496,0.925,0.9244828591,64328.09644,47.52954102,7.00E+10,50005139,0.1,0.6,152.2
1905,3,100,50,100,tanh,sgd,adaptive,0.0001,TRUE,0.9239605998,0.92125,0.9212543374,89289.67993,114.2199707,9.00E+10,117050538,0.1,0.5,152.2
1735,3,100,50,50,tanh,sgd,constant,0.001,TRUE,0.9198023149,0.91625,0.9159000181,78956.00854,97.15429688,9.00E+10,99389462,0.1,0.7,152.2
1742,3,100,50,50,tanh,sgd,constant,0.0001,FALSE,0.9161764687,0.9125,0.9118296819,77047.22729,97.16625977,8.00E+10,99046288,0.1,0.6,152.2
1626,3,100,50,50,identity,sgd,invscaling,0.01,FALSE,0.2618381476,0.30375,0.2622702605,54017.28516,38.81176758,6.00E+10,40562482,0.1,0.6,152.2
2232,3,100,100,100,tanh,sgd,invscaling,0.0001,FALSE,0.1104573969,0.1675,0.1146960464,109062.5576,130.0219727,1.00E+11,132890209,0.1,0.5,152.2
2004,3,100,100,50,relu,sgd,invscaling,0.01,FALSE,0.09198119906,0.13875,0.08779052679,70360.60083,48.93603516,7.00E+10,51469363,0.1,0.7,152.2
1908,3,100,50,100,tanh,sgd,invscaling,0.0001,FALSE,0.06358160474,0.07125,0.06309693725,87896.47437,110.9863281,9.00E+10,113041909,0.1,0.5,152.2
2009,3,100,100,50,relu,sgd,invscaling,0.001,TRUE,0.04187534911,0.07625,0.0486612668,70054.83032,49.41381836,7.00E+10,51234563,0.1,0.7,152.2
1847,3,100,50,100,relu,sgd,invscaling,0.001,TRUE,0.05444565111,0.09375,0.04450129906,65471.42749,48.40844727,7.00E+10,49523312,0.1,0.5,152.2
1517,3,50,100,100,relu,sgd,invscaling,0.01,TRUE,0.08288468076,0.0275,0.02335058607,60272.88135,43.49926758,6.00E+10,45797739,0.1,0.6,152.2
1855,3,100,50,100,relu,adam,constant,0.01,TRUE,0.9697785074,0.96875,0.9687003577,70013.41943,47.6159668,6.00E+10,49363044,0.1,0.6,152.1
2022,3,100,100,50,relu,adam,invscaling,0.01,FALSE,0.9691249877,0.96875,0.9686776288,67206.22852,48.49243164,8.00E+10,50818787,0.1,0.7,152.1
2240,3,100,100,100,tanh,adam,constant,0.001,FALSE,0.9672134613,0.96625,0.9661068062,115831.5137,160.2502441,1.00E+11,127260080,0.1,0.6,152.1
1540,3,50,100,100,relu,adam,adaptive,0.001,FALSE,0.9669195943,0.96625,0.9660818438,61123.40015,43.70361328,7.00E+10,45895845,0.1,0.6,152.1
1858,3,100,50,100,relu,adam,adaptive,0.01,FALSE,0.9648490731,0.96375,0.9636488136,58524.09448,47.51098633,7.00E+10,49445061,0.1,0.5,152.1
1598,3,50,100,100,tanh,adam,constant,0.0001,FALSE,0.9631133863,0.9625,0.962301649,91849.41089,112.0107422,9.00E+10,114724249,0.1,0.6,152.1
1700,3,100,50,50,relu,adam,constant,0.001,FALSE,0.9628702647,0.9625,0.962132538,66262.35547,42.51757813,7.00E+10,45130913,0.1,0.7,152.1
1921,3,100,50,100,tanh,adam,constant,0.0001,TRUE,0.9622640532,0.96125,0.961285368,96771.75562,116.378418,1.00E+11,126951815,0.1,0.6,152.1
2084,3,100,100,50,tanh,adam,constant,0.0001,FALSE,0.9622290486,0.96125,0.9612054468,103682.0601,118.0090332,1.00E+11,120076182,0.1,0.6,152.1
1754,3,100,50,50,tanh,adam,constant,0.001,FALSE,0.9621178747,0.96125,0.961092769,87071.22534,98.3684082,9.00E+10,100473873,0.1,0.6,152.1
2179,3,100,100,100,relu,adam,constant,0.01,TRUE,0.9625519535,0.96125,0.9610920709,81752.07227,51.73291016,5.00E+10,56332958,0.1,0.5,152.1
1856,3,100,50,100,relu,adam,constant,0.01,FALSE,0.9609627837,0.96,0.9598684138,71987.56006,47.67626953,6.00E+10,49256506,0.1,0.6,152.1
2248,3,100,100,100,tanh,adam,adaptive,0.0001,FALSE,0.9614598033,0.96,0.9597970267,115775.457,117.4755859,1.00E+11,90786579,0.1,0.6,152.1
2239,3,100,100,100,tanh,adam,constant,0.001,TRUE,0.9604423965,0.95875,0.958747549,115679.4104,109.9897461,1.00E+11,139550916,0.1,0.5,152.1
1643,3,100,50,50,identity,adam,invscaling,0.01,TRUE,0.9606942282,0.95875,0.9587138259,60189.34302,38.80200195,5.00E+10,40710217,0.1,0.6,152.1
2138,3,100,100,100,identity,adam,constant,0.0001,FALSE,0.9602859009,0.95875,0.9586453738,42849.1189,48.74682617,4.00E+10,50478365,0.1,0.5,152.1
1644,3,100,50,50,identity,adam,invscaling,0.01,FALSE,0.9584675178,0.9575,0.957318492,35609.74731,38.61572266,5.00E+10,40722406,0.1,0.6,152.1
1811,3,100,50,100,identity,adam,invscaling,0.001,TRUE,0.9570476858,0.955,0.9549505199,49124.85229,42.50830078,4.00E+10,28536618,0.1,0.6,152.1
1817,3,100,50,100,identity,adam,invscaling,0.0001,TRUE,0.9558753028,0.95375,0.9536802877,39239.7063,42.59179688,5.00E+10,44320663,0.1,0.6,152.1
1976,3,100,100,50,identity,adam,constant,0.0001,FALSE,0.9540855102,0.9525,0.9522377728,69842.23706,43.78100586,4.00E+10,45655718,0.1,0.6,152.1
1967,3,100,100,50,identity,adam,invscaling,0.01,TRUE,0.9533812252,0.95125,0.9511788699,53727.81396,43.86474609,5.00E+10,45994379,0.1,0.7,152.1
1978,3,100,100,50,identity,adam,adaptive,0.0001,FALSE,0.9522780672,0.95,0.9499136495,44622.58057,43.65332031,5.00E+10,45758622,0.1,0.6,152.1
1973,3,100,100,50,identity,adam,invscaling,0.001,TRUE,0.9528352376,0.95,0.9498673659,68387.74438,43.71069336,7.00E+10,29191817,0.1,0.6,152.1
1816,3,100,50,100,identity,adam,adaptive,0.0001,FALSE,0.9509684532,0.95,0.9496357816,64095.09326,42.21777344,3.00E+10,44082195,0.1,0.6,152.1
1683,3,100,50,50,relu,sgd,adaptive,0.001,TRUE,0.9482748727,0.94625,0.9461695479,59364.96338,42.75585938,6.00E+10,44818213,0.1,0.7,152.1
2164,3,100,100,100,relu,sgd,adaptive,0.01,FALSE,0.9485379168,0.94625,0.9460324874,76079.90552,54.22387695,8.00E+10,56715474,0.1,0.6,152.1
1969,3,100,100,50,identity,adam,constant,0.001,TRUE,0.9472675987,0.94625,0.94575742,48129.0271,43.82104492,6.00E+10,45626319,0.1,0.6,152.1
1624,3,100,50,50,identity,sgd,adaptive,0.01,FALSE,0.9488640335,0.945,0.9445965881,53370.28516,38.69360352,6.00E+10,40879838,0.1,0.7,152.1
2170,3,100,100,100,relu,sgd,adaptive,0.001,FALSE,0.9451981035,0.94375,0.943803619,76407.84961,54.65063477,8.00E+10,56841699,0.1,0.6,152.1
1953,3,100,100,50,identity,sgd,adaptive,0.001,TRUE,0.9474232126,0.94375,0.9429575204,62206.30591,43.66992188,6.00E+10,41229328,0.1,0.7,152.1
1525,3,50,100,100,relu,sgd,constant,0.0001,TRUE,0.9433226675,0.9425,0.9422534027,60276.78662,43.68237305,6.00E+10,45855404,0.1,0.6,152.1
2113,3,100,100,100,identity,sgd,constant,0.001,TRUE,0.9444856279,0.94125,0.9406247041,67674.05078,48.14404297,7.00E+10,50512512,0.1,0.6,152.1
1628,3,100,50,50,identity,sgd,constant,0.001,FALSE,0.9425230454,0.94125,0.9404029977,53392.07324,38.92407227,6.00E+10,40839890,0.1,0.6,152.1
2167,3,100,100,100,relu,sgd,constant,0.001,TRUE,0.9413179888,0.94,0.9399080639,76627.8584,54.62719727,8.00E+10,56521724,0.1,0.6,152.1
1957,3,100,100,50,identity,sgd,constant,0.0001,TRUE,0.9449331264,0.94,0.9395336432,61673.98901,43.73583984,6.00E+10,45951623,0.1,0.6,152.1
2110,3,100,100,100,identity,sgd,adaptive,0.01,FALSE,0.9424270981,0.94,0.9394992797,68248.43506,48.38330078,7.00E+10,50426951,0.1,0.6,152.1
2109,3,100,100,100,identity,sgd,adaptive,0.01,TRUE,0.9426991144,0.94,0.9394914902,67441.96948,48.29174805,7.00E+10,50713472,0.1,0.6,152.1
1688,3,100,50,50,relu,sgd,constant,0.0001,FALSE,0.9407458739,0.93875,0.9384852932,59548.98584,42.71337891,6.00E+10,44674803,0.1,0.7,152.1
1945,3,100,100,50,identity,sgd,constant,0.01,TRUE,0.942681029,0.93875,0.9381503438,62176.4397,44.25219727,6.00E+10,39955844,0.1,0.6,152.1
1675,3,100,50,50,relu,sgd,constant,0.01,TRUE,0.9391892224,0.9375,0.9374613406,59534.40039,42.66894531,6.00E+10,44803561,0.1,0.7,152.1
2005,3,100,100,50,relu,sgd,constant,0.001,TRUE,0.938921267,0.93625,0.935942121,69444.20264,48.61694336,7.00E+10,51549641,0.1,0.7,152.1
1630,3,100,50,50,identity,sgd,adaptive,0.001,FALSE,0.9404251063,0.93625,0.9352723807,53372.05664,38.63964844,6.00E+10,40569947,0.1,0.7,152.1
1519,3,50,100,100,relu,sgd,constant,0.001,TRUE,0.9345477215,0.9325,0.9325371271,60075.46631,43.33911133,6.00E+10,45938114,0.1,0.6,152.1
1684,3,100,50,50,relu,sgd,adaptive,0.001,FALSE,0.9313085621,0.93,0.9297378251,59809.60107,43.03686523,6.00E+10,44933387,0.1,0.6,152.1
1526,3,50,100,100,relu,sgd,constant,0.0001,FALSE,0.9308820032,0.92875,0.9285113282,60693.14917,43.71777344,6.00E+10,45771099,0.1,0.5,152.1
1899,3,100,50,100,tanh,sgd,adaptive,0.001,TRUE,0.9306432088,0.92875,0.9281483885,89281.77319,114.3881836,9.00E+10,117363397,0.1,0.6,152.1
2056,3,100,100,50,tanh,sgd,adaptive,0.01,FALSE,0.9290596296,0.92625,0.9258905366,94373.46875,116.6552734,1.00E+11,118065694,0.1,0.6,152.1
1897,3,100,50,100,tanh,sgd,constant,0.001,TRUE,0.9255282788,0.9225,0.9218896798,89287.02588,113.9370117,9.00E+10,116877644,0.1,0.6,152.1
2055,3,100,100,50,tanh,sgd,adaptive,0.01,TRUE,0.9205202198,0.9175,0.9175887445,94624.28857,115.9172363,1.00E+11,118153276,0.1,0.6,152.1
1744,3,100,50,50,tanh,sgd,adaptive,0.0001,FALSE,0.9135169534,0.91,0.9096092473,77735.42114,96.95117188,8.00E+10,99210430,0.1,0.7,152.1
1950,3,100,100,50,identity,sgd,invscaling,0.01,FALSE,0.4162959546,0.455,0.4005136506,61826.81543,44.77661133,7.00E+10,45971397,0.1,0.7,152.1
1961,3,100,100,50,identity,sgd,invscaling,0.0001,TRUE,0.3635744668,0.39875,0.3477464052,61831.33472,45.77807617,6.00E+10,46159013,0.1,0.6,152.1
2123,3,100,100,100,identity,sgd,invscaling,0.0001,TRUE,0.3580395168,0.345,0.3058770998,69392.354,48.83105469,7.00E+10,50533337,0.1,0.6,152.1
1800,3,100,50,100,identity,sgd,invscaling,0.0001,FALSE,0.3074498475,0.33125,0.2901849263,56810.91504,42.3203125,6.00E+10,44506005,0.1,0.6,152.1
1955,3,100,100,50,identity,sgd,invscaling,0.001,TRUE,0.3336900695,0.31625,0.2848767963,61666.39917,43.8203125,6.00E+10,45533752,0.1,0.7,152.1
2225,3,100,100,100,tanh,sgd,invscaling,0.001,TRUE,0.168862701,0.215,0.1672488171,104250.4563,130.0529785,1.00E+11,132501119,0.1,0.5,152.1
2064,3,100,100,50,tanh,sgd,invscaling,0.001,FALSE,0.1458368697,0.1725,0.1384739951,92718.71289,112.5778809,1.00E+11,146006922,0.1,0.6,152.1
2057,3,100,100,50,tanh,sgd,invscaling,0.01,TRUE,0.1781337815,0.18375,0.1221801514,92908.99438,112.5085449,1.00E+11,80720841,0.1,0.6,152.1
1578,3,50,100,100,tanh,sgd,invscaling,0.001,FALSE,0.1313117776,0.1425,0.1077993846,83239.45947,105.0456543,9.00E+10,107756522,0.1,0.5,152.1
2165,3,100,100,100,relu,sgd,invscaling,0.01,TRUE,0.08859408144,0.11,0.07390221857,76711.96411,54.43676758,8.00E+10,56610221,0.1,0.6,152.1
1530,3,50,100,100,relu,sgd,invscaling,0.0001,FALSE,0.09136033333,0.085,0.06007790649,59998.42603,43.61328125,6.00E+10,45679629,0.1,0.6,152.1
2016,3,100,100,50,relu,sgd,invscaling,0.0001,FALSE,0.08278474903,0.0775,0.04464425571,69433.43823,48.71459961,7.00E+10,51120091,0.1,0.6,152.1
1533,3,50,100,100,relu,adam,adaptive,0.01,TRUE,0.9699380049,0.96875,0.9687027895,44165.16846,43.5847168,7.00E+10,45417893,0.1,0.6,152
1752,3,100,50,50,tanh,adam,invscaling,0.01,FALSE,0.9694178568,0.96875,0.968699887,86035.03516,98.25561523,9.00E+10,100594106,0.1,0.6,152
1869,3,100,50,100,relu,adam,adaptive,0.0001,TRUE,0.9679849506,0.9675,0.9674582597,71756.38037,29.30444336,7.00E+10,49356126,0.1,0.6,152
1706,3,100,50,50,relu,adam,constant,0.0001,FALSE,0.9681707167,0.9675,0.9674356916,56061.63574,42.92431641,7.00E+10,44951727,0.1,0.7,152
2025,3,100,100,50,relu,adam,adaptive,0.001,TRUE,0.9682513106,0.9675,0.9674329545,76346.75366,48.56958008,6.00E+10,50853372,0.1,0.7,152
2018,3,100,100,50,relu,adam,constant,0.01,FALSE,0.968477857,0.9675,0.9674256514,66942.54492,48.85766602,6.00E+10,50987468,0.1,0.6,152
2182,3,100,100,100,relu,adam,adaptive,0.01,FALSE,0.9684418702,0.9675,0.9674189015,68618.41968,54.40478516,8.00E+10,56085156,0.1,0.6,152
1544,3,50,100,100,relu,adam,constant,0.0001,FALSE,0.967005795,0.96625,0.9661513646,66098.73291,43.29443359,7.00E+10,45569909,0.1,0.5,152
1536,3,50,100,100,relu,adam,invscaling,0.01,FALSE,0.9668702338,0.96625,0.9661188024,45304.85571,43.40185547,6.00E+10,45293757,0.1,0.5,152
1591,3,50,100,100,tanh,adam,constant,0.001,TRUE,0.9670791256,0.96625,0.9661054554,91773.86084,127.3791504,9.00E+10,114521469,0.1,0.6,152
2030,3,100,100,50,relu,adam,constant,0.0001,FALSE,0.9668972277,0.96625,0.9660659026,65010.39526,48.72509766,8.00E+10,50677990,0.1,0.6,152
2195,3,100,100,100,relu,adam,invscaling,0.0001,TRUE,0.9662393658,0.965,0.9649900267,63367.32666,54.40429688,9.00E+10,56660751,0.1,0.6,152
2241,3,100,100,100,tanh,adam,adaptive,0.001,TRUE,0.9660275128,0.965,0.9649885593,108706.0698,137.777832,1.00E+11,82824940,0.1,0.5,152
2017,3,100,100,50,relu,adam,constant,0.01,TRUE,0.96607705,0.965,0.9649702749,77238.24854,48.95361328,8.00E+10,50727367,0.1,0.6,152
2086,3,100,100,50,tanh,adam,adaptive,0.0001,FALSE,0.9658546001,0.965,0.9649443238,102684.8152,117.871582,1.00E+11,120116139,0.1,0.6,152
2186,3,100,100,100,relu,adam,constant,0.001,FALSE,0.9655593983,0.965,0.9648353938,85220.02979,33.34106445,7.00E+10,56788268,0.1,0.6,152
1534,3,50,100,100,relu,adam,adaptive,0.01,FALSE,0.9656182478,0.965,0.9648322319,66995.94604,43.31616211,6.00E+10,34109973,0.1,0.6,152
1857,3,100,50,100,relu,adam,adaptive,0.01,TRUE,0.9654655377,0.965,0.9648050469,69272.5835,47.55322266,5.00E+10,49214412,0.1,0.7,152
2181,3,100,100,100,relu,adam,adaptive,0.01,TRUE,0.9658194966,0.965,0.9647982879,84899.91772,55.38500977,7.00E+10,56244537,0.1,0.6,152
1866,3,100,50,100,relu,adam,invscaling,0.001,FALSE,0.9648416579,0.96375,0.9637617589,47247.68164,47.35253906,7.00E+10,49806610,0.1,0.6,152
1531,3,50,100,100,relu,adam,constant,0.01,TRUE,0.9641332942,0.96375,0.9634220678,51367.56592,43.23046875,5.00E+10,45401544,0.1,0.5,152
2020,3,100,100,50,relu,adam,adaptive,0.01,FALSE,0.9636788687,0.9625,0.9626115152,49431.43872,48.60522461,7.00E+10,50959707,0.1,0.6,152
2083,3,100,100,50,tanh,adam,constant,0.0001,TRUE,0.9634289575,0.9625,0.9624921376,102709.2146,118.1157227,1.00E+11,120582039,0.1,0.7,152
2072,3,100,100,50,tanh,adam,constant,0.01,FALSE,0.963217439,0.9625,0.9623147975,103127.5925,117.3867188,1.00E+11,120468502,0.1,0.6,152
1693,3,100,50,50,relu,adam,constant,0.01,TRUE,0.9635355604,0.9625,0.9622955965,54327.14307,42.95947266,6.00E+10,44477235,0.1,0.6,152
1539,3,50,100,100,relu,adam,adaptive,0.001,TRUE,0.9622631416,0.96125,0.9612021856,65977.3479,43.23461914,7.00E+10,45337412,0.1,0.7,152
1758,3,100,50,50,tanh,adam,invscaling,0.001,FALSE,0.962340473,0.96125,0.9611484574,86802.88159,98.53222656,9.00E+10,100381654,0.1,0.6,152
2242,3,100,100,100,tanh,adam,adaptive,0.001,FALSE,0.962402368,0.96125,0.9611135634,105498.8,102.0283203,1.00E+11,139806061,0.1,0.6,152
2085,3,100,100,50,tanh,adam,adaptive,0.0001,TRUE,0.9625727067,0.96125,0.9610888018,103116.3618,117.505127,1.00E+11,120279036,0.1,0.5,152
1695,3,100,50,50,relu,adam,adaptive,0.01,TRUE,0.9623806898,0.96125,0.9610862329,61553.77344,43.03955078,7.00E+10,44889903,0.1,0.7,152
2081,3,100,100,50,tanh,adam,invscaling,0.001,TRUE,0.9622136254,0.96125,0.9610545583,102813.0496,117.9016113,1.00E+11,120540552,0.1,0.6,152
1916,3,100,50,100,tanh,adam,constant,0.001,FALSE,0.9603635934,0.96,0.9598584882,97104.88281,116.3395996,1.00E+11,118623873,0.1,0.6,152
1650,3,100,50,50,identity,adam,invscaling,0.001,FALSE,0.9598332166,0.95875,0.9587001588,49023.84521,38.7253418,4.00E+10,32968140,0.1,0.7,152
1748,3,100,50,50,tanh,adam,constant,0.01,FALSE,0.95907709,0.9575,0.9572853577,85444.66748,98.15258789,9.00E+10,100543241,0.1,0.7,152
1654,3,100,50,50,identity,adam,adaptive,0.0001,FALSE,0.9551059352,0.9525,0.9524766684,48906.40991,38.6315918,6.00E+10,40736570,0.1,0.6,152
1653,3,100,50,50,identity,adam,adaptive,0.0001,TRUE,0.9539003576,0.9525,0.9523684765,56264.32617,38.97021484,6.00E+10,40821726,0.1,0.7,152
1807,3,100,50,100,identity,adam,constant,0.001,TRUE,0.9525174793,0.95125,0.9509621085,41717.58862,42.34228516,4.00E+10,44532446,0.1,0.6,152
1818,3,100,50,100,identity,adam,invscaling,0.0001,FALSE,0.9531688156,0.95,0.9495048165,36692.00098,42.41064453,5.00E+10,33977741,0.1,0.6,152
2140,3,100,100,100,identity,adam,adaptive,0.0001,FALSE,0.9496295469,0.9475,0.9471697994,65443.8584,48.97485352,8.00E+10,48487564,0.1,0.6,152
2216,3,100,100,100,tanh,sgd,constant,0.01,FALSE,0.9482385146,0.94625,0.9461655198,107890.0898,134.8588867,1.00E+11,137237835,0.1,0.5,152
2012,3,100,100,50,relu,sgd,constant,0.0001,FALSE,0.9472370191,0.94375,0.9437093219,69287.35498,48.97631836,7.00E+10,50965510,0.1,0.6,152
1790,3,100,50,100,identity,sgd,constant,0.001,FALSE,0.9453635567,0.9425,0.9422793825,56677.61914,42.44140625,6.00E+10,44280221,0.1,0.6,152
2122,3,100,100,100,identity,sgd,adaptive,0.0001,FALSE,0.9464542928,0.94125,0.9405866279,67595.25146,48.25463867,7.00E+10,50596764,0.1,0.5,152
