idx,f1-weight,inference-time-weight,memory-weight,objective-function,number_of_particle,number_of_iteration,pso_best_params,pso_best_param_idx,pso_best_fitness,pso_best_f1,pso_best_inference_time,pso_best_memory,pso_iteration_count,opt_params,opt_param_idx,opt_f1,opt_inference_time,opt_memory,f1_diff,f1_diff,memory_diff
55,34,33,33,range-normalized,25,50,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",139,0.751851474653589,0.9636430255,0.9794921875,227.3,1326,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.00259594910000005,0.019042968699999996,0.30000000000001137
56,34,33,33,range-normalized,30,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",139,0.751851474653589,0.9636430255,0.9794921875,227.3,341,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.00259594910000005,0.019042968699999996,0.30000000000001137
57,34,33,33,range-normalized,30,20,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",139,0.751851474653589,0.9636430255,0.9794921875,227.3,651,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.00259594910000005,0.019042968699999996,0.30000000000001137
58,34,33,33,range-normalized,30,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",139,0.751851474653589,0.9636430255,0.9794921875,227.3,961,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.00259594910000005,0.019042968699999996,0.30000000000001137
59,34,33,33,range-normalized,30,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': False}",134,0.7535962770820144,0.9661363128,0.9750976563,227.8,1271,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.00508923640000003,0.0146484375,0.8000000000000114
60,34,33,33,range-normalized,30,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",19,0.7533733466233768,0.9635429624,0.9016113281,227.7,1581,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': False}",84,0.9610470764,0.9604492188,227.0,0.0024958860000000582,0.058837890700000006,0.6999999999999886
61,34,33,33,non-normalized,5,10,"{'hidden_layer_sizes': (150, 150, 150), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': True}",6179,1.0659272587328,0.9512700398,1.768798828,228.9,66,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.01982218790000001,0.680419922,1.0999999999999943
62,34,33,33,non-normalized,5,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",20,1.05691444002258,0.9573135151,0.9145507813,228.1,126,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.013778712600000076,0.17382812469999998,0.29999999999998295
63,34,33,33,non-normalized,5,30,"{'hidden_layer_sizes': (150, 150, 150), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': False}",6158,1.0689027337596,0.9431366344,1.775634766,229.0,186,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.02795559330000008,0.68725586,1.1999999999999886
64,34,33,33,non-normalized,5,40,"{'hidden_layer_sizes': (150, 150, 150), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': True}",6197,1.1463268190104,0.947435769,5.353027344,262.5,246,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.023656458699999994,4.264648438,34.69999999999999
65,34,33,33,non-normalized,5,50,"{'hidden_layer_sizes': (150, 150, 150), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': True}",6197,1.1463268190104,0.947435769,5.353027344,262.5,306,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.023656458699999994,4.264648438,34.69999999999999
66,34,33,33,non-normalized,10,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",139,1.0538710197675,0.9636430255,0.9794921875,227.3,121,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.007449202200000005,0.10888671849999998,0.5
67,34,33,33,non-normalized,10,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'sgd', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",13,1.06853182826754,0.9218073238,0.9206542969,227.8,231,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.049284903900000065,0.16772460909999998,0.0
68,34,33,33,non-normalized,10,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",132,1.0541148114394998,0.9661410647,0.9951171875,227.9,341,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004951162999999981,0.09326171849999998,0.09999999999999432
69,34,33,33,non-normalized,10,40,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",89,1.05373031007346,0.9661089513,0.9602050781,227.8,451,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0049832764000000696,0.12817382789999998,0.0
70,34,33,33,non-normalized,10,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",36,1.05515957769008,0.9598777931,0.9057617188,227.6,561,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.011214434600000045,0.18261718719999998,0.20000000000001705
71,34,33,33,non-normalized,15,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'lbfgs', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",162,1.0742244772964,0.9562997336,2.185058594,233.3,176,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.014792494100000053,1.096679688,5.5
72,34,33,33,non-normalized,15,20,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'lbfgs', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': False}",158,1.0716117114906,0.9638089885,2.176025391,233.3,336,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.007283239200000069,1.087646485,5.5
73,34,33,33,non-normalized,15,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'constant', 'warm_start': True}",139,1.0538710197675,0.9636430255,0.9794921875,227.3,496,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.007449202200000005,0.10888671849999998,0.5
74,34,33,33,non-normalized,15,40,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",19,1.05405102754946,0.9635429624,0.9016113281,227.7,656,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0075492652999999965,0.18676757789999998,0.10000000000002274
75,34,33,33,non-normalized,15,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",24,1.0549515262565399,0.9609986992,0.9069824219,227.7,816,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.010093528500000004,0.18139648409999998,0.10000000000002274
76,34,33,33,non-normalized,20,10,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",132,1.0541148114394998,0.9661410647,0.9951171875,227.9,231,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004951162999999981,0.09326171849999998,0.09999999999999432
77,34,33,33,non-normalized,20,20,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'constant', 'warm_start': False}",134,1.05381929817958,0.9661363128,0.9750976563,227.8,441,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004955914900000025,0.11328124969999998,0.0
78,34,33,33,non-normalized,20,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': False}",142,1.0531123068110402,0.9661844779,0.9704589844,227.4,651,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004907749800000083,0.11791992159999998,0.4000000000000057
79,34,33,33,non-normalized,20,40,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'lbfgs', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",53,1.0651233504388,0.9560713728,1.069335938,232.2,861,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.015020854900000047,0.019042967999999938,4.399999999999977
80,34,33,33,non-normalized,20,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",24,1.0549515262565399,0.9609986992,0.9069824219,227.7,1071,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.010093528500000004,0.18139648409999998,0.10000000000002274
81,34,33,33,non-normalized,25,10,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",19,1.05405102754946,0.9635429624,0.9016113281,227.7,286,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0075492652999999965,0.18676757789999998,0.10000000000002274
82,34,33,33,non-normalized,25,20,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",90,1.05290394525996,0.9700142752,0.9611816406,228.1,546,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.001077952499999979,0.12719726539999998,0.29999999999998295
83,34,33,33,non-normalized,25,30,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'invscaling', 'warm_start': True}",29,1.05565772477354,0.9610068929,0.8894042969,228.2,806,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.010085334800000068,0.19897460909999998,0.39999999999997726
84,34,33,33,non-normalized,25,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",132,1.0541148114394998,0.9661410647,0.9951171875,227.9,1066,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004951162999999981,0.09326171849999998,0.09999999999999432
85,34,33,33,non-normalized,25,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'constant', 'warm_start': True}",19,1.05405102754946,0.9635429624,0.9016113281,227.7,1326,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.0075492652999999965,0.18676757789999998,0.10000000000002274
86,34,33,33,non-normalized,30,10,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': False}",90,1.05290394525996,0.9700142752,0.9611816406,228.1,341,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.001077952499999979,0.12719726539999998,0.29999999999998295
87,34,33,33,non-normalized,30,20,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",24,1.0549515262565399,0.9609986992,0.9069824219,227.7,651,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.010093528500000004,0.18139648409999998,0.10000000000002274
88,34,33,33,non-normalized,30,30,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'adaptive', 'warm_start': False}",142,1.0531123068110402,0.9661844779,0.9704589844,227.4,961,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.004907749800000083,0.11791992159999998,0.4000000000000057
89,34,33,33,non-normalized,30,40,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate': 'invscaling', 'warm_start': True}",143,1.05607524190754,0.9624935153,0.9792480469,228.4,1271,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.008598712399999986,0.10913085909999998,0.5999999999999943
90,34,33,33,non-normalized,30,50,"{'hidden_layer_sizes': (50,), 'activation': 'identity', 'solver': 'adam', 'alpha': 0.01, 'learning_rate': 'invscaling', 'warm_start': False}",24,1.0549515262565399,0.9609986992,0.9069824219,227.7,1581,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate': 'adaptive', 'warm_start': False}",568,0.9710922277,1.088378906,227.8,0.010093528500000004,0.18139648409999998,0.10000000000002274
