index,time
1,0.034398555755615234
2,0.0038247108459472656
3,0.0037043094635009766
4,0.003695249557495117
5,0.0037245750427246094
6,0.0036923885345458984
7,0.003767251968383789
8,0.0036945343017578125
9,0.0037479400634765625
10,0.0037212371826171875
