index,time
1,0.004204988479614258
2,0.0025260448455810547
3,0.0024912357330322266
4,0.0024781227111816406
5,0.002445697784423828
6,0.0025146007537841797
7,0.002469301223754883
8,0.002466440200805664
9,0.0027756690979003906
10,0.002471446990966797
