idx,no_of_layers,l1,l2,l3,activation,solver,learning_rate,alpha,warm_start,precision,recall,f1,training time (ms),inference time (ms),train(cpu_line)(nano sec),test(cpu_line)(nano sec),train(mem)(MiB),test(mem)(MiB),total_addr_space(mem)(MiB)
2984,3,50,150,50,relu,sgd,constant,0.0001,FALSE,0.9296998206,0.92625,0.9257535359,6248.233154,4.203613281,6780771230,4612901,14.4,0,162.6
2985,3,50,150,50,relu,sgd,adaptive,0.0001,TRUE,0.9266700544,0.92375,0.9228185709,6316.005371,4.208007813,6719388615,4568103,12.5,0,166.5
2986,3,50,150,50,relu,sgd,adaptive,0.0001,FALSE,0.9303115286,0.9275,0.9277694304,6337.209473,4.262207031,6917872771,4670279,12.5,0,162.5
2987,3,50,150,50,relu,sgd,invscaling,0.0001,TRUE,0.04490672757,0.0825,0.02673260691,6321.240234,4.197509766,6770099290,5053127,16.6,0,166.8
2988,3,50,150,50,relu,sgd,invscaling,0.0001,FALSE,0.07086379486,0.1225,0.07642183811,6401.425781,4.313232422,6685248427,4544169,32.4,0,173.8
2989,3,50,150,50,relu,adam,constant,0.01,TRUE,0.9660611231,0.965,0.9649576875,4284.790039,4.2734375,6500538292,4560235,10.5,0,159.5
2990,3,50,150,50,relu,adam,constant,0.01,FALSE,0.968297769,0.9675,0.9673810889,6917.75,4.295410156,7438531772,4617164,16.6,0,161.6
2991,3,50,150,50,relu,adam,adaptive,0.01,TRUE,0.9681363716,0.9675,0.9673507394,6981.714111,4.349609375,5632619318,4580620,8.3,0,158.6
2992,3,50,150,50,relu,adam,adaptive,0.01,FALSE,0.9614439363,0.96,0.9599318972,6968.058594,4.273681641,6785455009,4492845,22.5,0,166.9
2993,3,50,150,50,relu,adam,invscaling,0.01,TRUE,0.9695786547,0.96875,0.9686595603,5881.89624,4.255371094,6249394907,4532750,16.4,18,175.5
2994,3,50,150,50,relu,adam,invscaling,0.01,FALSE,0.9673715937,0.96625,0.9661803903,6527.47876,4.519287109,6559786594,4545870,6.5,2,155.4
2995,3,50,150,50,relu,adam,constant,0.001,TRUE,0.9653674132,0.96375,0.9636378926,5489.257568,4.300537109,5434570415,4616335,14.5,0,161.8
