index,time
1,0.0005860328674316406
2,0.00044345855712890625
3,0.00045371055603027344
4,0.0004367828369140625
5,0.0004279613494873047
6,0.000423431396484375
7,0.00041604042053222656
8,0.0004165172576904297
9,0.00041604042053222656
10,0.00041294097900390625
