index,time
1,0.0009250640869140625
2,0.00035071372985839844
3,0.0003848075866699219
4,0.0003199577331542969
5,0.00031113624572753906
6,0.0003056526184082031
7,0.0002989768981933594
8,0.00029587745666503906
9,0.0002906322479248047
10,0.0002906322479248047
